ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YOR127W	0.02831	18101	50000011926	134159.588	112304.371	21855.218	0	0	
YER007CA	1.212	3894	50018260695	1165.909	1162.665	3.244	0	0	
YGR170W	0.01578	19887	50004433295	255656.128	210432.973	45223.155	0	0	
YLR117C	0.02389	14693	50000296943	25400.632	24184.750	1215.883	0	0	
YLR118C	0.2693	5214	50007697750	1679.776	1682.065	-2.289	0	0	
YLR119W	0.4235	4902	50000224652	1545.100	1530.206	14.894	0	0	
YDL106C	0.04929	13226	50021354469	12848.317	12668.456	179.861	0	0	
YER007W	0.03175	12410	50004889236	10227.331	10053.830	173.501	0	0	
YOR128C	0.3226	9721	50002946611	12733.222	11937.270	795.952	0	0	
YDL107W	0.01289	8072	50002461153	3942.195	3858.480	83.715	0	0	
YGR171C	0.06826	12508	50003190241	13774.989	13208.712	566.278	0	0	
YJL149W	0.05398	15199	50002396717	22000.115	21383.749	616.366	0	0	
YDL108W	0.1321	6748	50008869292	2958.072	2937.186	20.885	0	0	
YJL151C	1.974	2988	50006288061	761.160	758.087	3.074	0	0	
YGR172C	0.5365	5946	50019495917	1957.433	1954.317	3.115	0	0	
YLR120C	0.4911	8555	50008629582	12380.320	11554.589	825.731	0	0	
YER008C	0.1189	3778	50082502906	691779.701	523240.493	168539.208	0	0	
YER009W	2.061	2750	50005572670	694.043	696.827	-2.784	0	0	
YER010C	0.1305	5358	50005086541	1777.841	1762.713	15.128	0	0	
YGR173W	0.4513	7809	50001803991	4182.450	4150.517	31.933	0	0	
YGR174C	0.205	3411	50000523945	1082.074	1079.704	2.370	0	0	
YER011W	4.828	3000	50001088074	1946.488	1945.356	1.132	0	0	
YJL153C	0.01441	12406	50000283818	10629.560	10837.539	-207.979	0	0	
YAL002W	0.01333	18848	50001043325	491278.244	387199.117	104079.127	0	0	
YER012W	1.499	4089	50005688200	1351.427	1343.468	7.960	0	0	
YAL003W	16.8	1804	50012726673	1405.204	1403.331	1.873	0	0	
YMR275C	0.02512	19293	50000768330	107358.725	96023.810	11334.915	0	0	
YGR175C	2.194	4303	50033944343	8277.590	8056.733	220.857	0	0	
YLR121C	0.1085	11546	50000817229	9128.173	9053.706	74.467	0	0	
YAL005C	4.907	1902	50005773560	16779.314	16549.404	229.910	0	0	
YLR125W	0.009696	2907	50029764133	784.376	783.210	1.166	0	0	
YMR276W	1.41	5043	50010676561	4367.637	4188.322	179.315	0	0	
YAL007C	0.3824	5000	50006620542	1526.839	1534.957	-8.118	0	0	
YDL109C	0.03142	14332	50001900059	19846.774	19471.822	374.952	0	0	
YLR126C	0.1812	5794	50009486345	2033.657	2015.369	18.288	0	0	
YDL110C	0.2034	3572	50009442035	897.302	897.642	-0.340	0	0	
YAL008W	0.3037	4584	50040124153	1351.299	1345.475	5.823	0	0	
YAL009W	0.1011	5645	50001019175	2151.882	2130.900	20.982	0	0	
YDL111C	0.4351	6140	50006835546	2224.624	2189.939	34.685	0	0	
YDL112W	0.3176	1	nan	1088165.563	1088165.563	0.000	0	0	
YGR177C	0.1036	12102	50002516487	10924.393	10666.436	257.958	0	0	
YAL010C	0.0355	11671	50001940459	8856.794	8722.118	134.676	0	0	
YOR129C	0.03172	18857	50000085911	72964.870	64798.044	8166.826	0	0	
YJL154C	0.0967	12080	50002704494	92427.784	77756.598	14671.186	0	0	
YOR130C	0.2081	6833	50004238872	2660.698	2608.237	52.461	0	0	
YGR178C	0.5679	6104	50008735257	28558.963	25337.236	3221.727	0	0	
YOR131C	0.4567	4733	50057061269	1602.437	1577.879	24.557	0	0	
YDL113C	0.01569	14428	50001793346	19425.717	19086.436	339.281	0	0	
YMR277W	0.07395	14847	50001717876	31411.106	29243.343	2167.762	0	0	
YDL114W	0.01395	6995	50001712492	2986.240	2947.357	38.883	0	0	
YGR179C	0.04286	8871	50010185494	5510.250	5415.208	95.043	0	0	
YDL115C	0.09927	5921	50009411234	1884.704	1863.648	21.055	0	0	
YJL155C	0.09238	9964	50007065784	7010.733	6848.137	162.596	0	0	
YLR127C	0.004244	19818	50000920727	60621.359	58388.689	2232.670	0	0	
YGR180C	2.986	3801	50051444960	3581.665	3536.005	45.659	0	0	
YGR181W	1.239	2378	50002068509	550.863	552.704	-1.841	0	0	
YGR183C	0.6642	1500	50008576735	315.370	314.426	0.944	0	0	
YGR184C	0.0558	1	nan	15490917.926	15490917.926	0.000	0	0	
YLR128W	0.05423	6106	50006543708	2330.998	2309.687	21.311	0	0	
YAL011W	0.06755	12313	50001115990	18093.668	17422.817	670.851	0	0	
YOR132W	0.2318	10173	50002553483	12183.287	11355.941	827.346	0	0	
YOR133W	11.04	1	nan	44728.299	44728.299	0.000	0	0	
YGR185C	1.561	5164	50016681050	4823.839	4712.557	111.282	0	0	
YAL012W	5.205	2877	50042851485	4675.259	4571.812	103.447	0	0	
YMR278W	0.1679	11788	50001964122	17489.709	16421.205	1068.504	0	0	
YOR134W	0.03239	9203	50002079632	5563.152	5489.688	73.464	0	0	
YER013W	0.01653	18831	50003292512	256212.198	210270.343	45941.856	0	0	
YOR136W	1.896	4925	50012179914	4103.725	3978.227	125.498	0	0	
YAL013W	0.2613	8893	50011385309	5975.812	5757.188	218.624	0	0	
YDL116W	0.167	12087	50000280478	29868.006	26915.412	2952.594	0	0	
YAL014C	0.1132	5918	50005393893	2106.355	2098.405	7.950	0	0	
YLR129W	0.2625	7667	50004219450	87508.997	74295.657	13213.341	0	0	
YMR279C	0.007247	12200	50002068908	10997.193	10998.695	-1.502	0	0	
YGR186W	0.2002	9935	50005119251	31385.879	28013.261	3372.618	0	0	
YJL156C	0.04267	15292	50003999364	24349.293	23074.597	1274.696	0	0	
YAL015C	0.1061	8384	50013710723	5132.684	5056.266	76.418	0	0	
YER014W	0.1181	11713	50001879008	11150.772	10712.914	437.858	0	0	
YLR130C	0.1584	9659	50011635653	5777.267	5657.200	120.066	0	0	
YGR187C	0.6323	7981	50017665326	4958.401	4828.580	129.821	0	0	
YOR137C	0.005479	14505	50000618946	17598.198	17231.971	366.227	0	0	
YJL157C	0.5799	6035	50001515065	51865.091	44292.022	7573.068	0	0	
YJL158C	15.41	1830	50015919617	1629.579	1619.371	10.208	0	0	
YAL016W	1.003	6277	50003862391	18180.387	16606.010	1574.377	0	0	
YDL117W	0.1217	10578	50004882122	68736.275	58343.843	10392.432	0	0	
YJL159W	4.526	3101	50006031999	4329.485	4290.219	39.266	0	0	
YDL119C	0.01718	6931	50000121347	2954.805	2922.102	32.703	0	0	
YJL160C	0.04332	6505	50015624373	2513.108	2520.948	-7.840	0	0	
YDL120W	0.02788	3881	50006113674	1120.815	1115.994	4.821	0	0	
YJL161W	0.02287	4116	50003031072	1178.890	1174.136	4.755	0	0	
YDL121C	0.4218	3513	50023462968	891.540	891.269	0.271	0	0	
YOR138C	0.1477	12491	50004305118	23215.599	21012.977	2202.622	0	0	
YJL162C	0.01508	12986	50000824132	14711.445	14309.327	402.118	0	0	
YER015W	0.02166	16715	50001309834	31872.345	31614.011	258.334	0	0	
YDL122W	0.4884	6461	50002122284	45332.641	40010.236	5322.405	0	0	
YDL123W	0.08842	3264	50011200468	820.698	821.061	-0.363	0	0	
YLR131C	0.02095	17324	50001420803	39786.597	37806.339	1980.257	0	0	
YLR132C	0.07969	6537	50001302425	2679.495	2639.518	39.977	0	0	
YDL124W	1.553	5414	50002146839	3003.977	2932.146	71.831	0	0	
YER016W	0.2546	7668	50001301325	3696.638	3617.309	79.329	0	0	
YDL125C	2.596	3348	50007719456	958.444	955.826	2.617	0	0	
YDL126C	2.554	1895	50060906775	47458.823	43194.550	4264.273	0	0	
YJL163C	0.02992	12304	50001983255	12184.708	11716.305	468.402	0	0	
YDL127W	0.04597	6939	50000299131	2988.079	2955.218	32.861	0	0	
YJL164C	0.09803	9051	50014408746	5083.041	5045.509	37.532	0	0	
YLR133W	0.1615	11452	50002164783	13974.821	13376.702	598.119	0	0	
YDL128W	1.366	6259	50007992780	5288.954	5073.318	215.635	0	0	
YOR140W	0.02021	17086	50002397500	37902.707	36515.699	1387.008	0	0	
YGR188C	0.007665	22215	50005296072	145127.841	128850.169	16277.672	0	0	
YDL129W	0.02873	6252	50021748681	2707.269	2684.174	23.095	0	0	
YER017C	0.2257	9397	50003785760	35134.767	30871.267	4263.500	0	0	
YDL130W	65.65	852	50115714790	550.335	549.496	0.839	0	0	
YMR280C	0.007627	17950	50004252426	1140050.365	851256.658	288793.707	0	0	
YAL017W	0.03967	10224	50004914333	748068.602	550757.789	197310.813	0	0	
YER018C	0.03372	4685	50017739870	1647.817	1634.888	12.930	0	0	
YER019CA	1.767	2004	50012491157	441.457	442.077	-0.621	0	0	
YAL018C	0.03238	7667	50003765648	3256.930	3275.990	-19.060	0	0	
YMR281W	0.2422	7063	50003034860	2879.702	2850.697	29.004	0	0	
YLR134W	0.6981	6799	50003184299	11375.283	11338.728	36.554	0	0	
YGR189C	2.22	4812	50011383308	8714.067	8265.920	448.147	0	0	
YDL131W	1.329	6061	50001386534	6123.265	5936.250	187.015	0	0	
YER019W	0.4041	8970	50002359044	7861.081	7529.982	331.098	0	0	
YGR191W	1.463	4814	50011897695	14830.386	13597.738	1232.648	0	0	
YGR192C	36.3	884	50045551897	3174.468	3171.365	3.103	0	0	
YMR282C	0.02027	13323	50002030209	14270.910	13892.177	378.733	0	0	
YOR141C	0.1534	10194	50008588241	67118.031	57438.940	9679.091	0	0	
YDL132W	0.3878	6869	50004851034	47140.913	40818.048	6322.864	0	0	
YER020W	0.2395	9356	50002702432	6910.109	6690.212	219.897	0	0	
YGR193C	0.3291	8643	50013828332	5451.733	5364.971	86.762	0	0	
YOR142W	0.6863	6416	50002222610	3223.130	3186.066	37.064	0	0	
YAL019W	0.1601	6687	50000802276	236815.104	191809.627	45005.477	0	0	
YDL133W	0.07527	9761	50000059456	6361.559	6308.103	53.456	0	0	
YJL165C	0.04045	16873	50004502678	58766.943	54094.145	4672.798	0	0	
YJL166W	1.656	2028	50001942321	482.535	482.566	-0.031	0	0	
YOR143C	0.1766	7466	50004719791	3147.097	3129.147	17.949	0	0	
YMR283C	0.06586	11672	50004645923	9830.183	9516.085	314.097	0	0	
YER021W	0.7425	7661	50003392540	10174.484	9620.297	554.187	0	0	
YJL167W	3.108	3906	50010063293	3749.206	3671.471	77.735	0	0	
YLR135W	0.02164	16572	50004121827	34459.968	32890.220	1569.748	0	0	
YAL020C	0.1019	7316	50007175253	3469.352	3380.163	89.189	0	0	
YDL134C	0.1846	8426	50002048936	4310.059	4245.651	64.408	0	0	
YLR136C	0.01976	6363	50009118850	2544.434	2546.811	-2.378	0	0	
YDL135C	0.536	4529	50007773143	1397.571	1400.359	-2.788	0	0	
YDL136W	13.09	1471	50183169132	650.977	652.074	-1.097	0	0	
YDL137W	2.53	3259	50003465326	1161.952	1164.156	-2.204	0	0	
YLR137W	0.06799	8225	50003933466	4250.687	4181.458	69.229	0	0	
YGR194C	0.08771	12960	50001629247	15580.487	15054.824	525.663	0	0	
YGR195W	0.9092	5060	50000313090	1928.636	1904.976	23.660	0	0	
YMR284W	0.03972	14017	50002524449	16076.567	15684.708	391.859	0	0	
YER022W	0.1891	12020	50003037059	24725.424	22487.559	2237.865	0	0	
YAL021C	0.3205	7172	50051233921	53620.152	46385.202	7234.950	0	0	
YER023W	1.887	4719	50016501600	2477.541	2435.310	42.231	0	0	
YJL168C	0.02984	16149	50007156995	31661.000	30298.924	1362.077	0	0	
YJL170C	0.1002	4633	50007377083	1499.661	1498.801	0.860	0	0	
YMR285C	0.06188	11224	50001466394	9909.077	9826.559	82.518	0	0	
YMR286W	1.137	1870	50033484388	432.710	431.030	1.680	0	0	
YOR144C	0.04421	16906	50001060658	43758.099	40418.215	3339.883	0	0	
YLR138W	0.1592	8683	50000462842	112758.368	90609.979	22148.388	0	0	
YOR145C	0.7669	5560	50003913065	2317.319	2308.201	9.118	0	0	
YAL022C	0.3804	9330	50007439555	9734.416	9167.259	567.157	0	0	
YJL171C	0.5909	7798	50004167330	4855.324	4768.370	86.953	0	0	
YDL138W	0.01792	17440	50001991859	35209.109	34044.351	1164.757	0	0	
YDL139C	0.04898	4985	50001971983	1662.833	1656.645	6.187	0	0	
YDL140C	0.4938	1	nan	4231902.289	4231902.289	0.000	0	0	
YAL023C	1.332	3576	50004119847	33507.160	30546.890	2960.269	0	0	
YGR196C	0.02978	17835	50003991436	49842.471	46386.340	3456.131	0	0	
YOR147W	0.01203	14367	50000178063	17618.631	17351.321	267.310	0	0	
YJL172W	0.3872	9194	50000206043	12916.637	12466.764	449.873	0	0	
YOR148C	0.09319	4206	50007598587	1227.690	1218.386	9.304	0	0	
YJL173C	1.62	2717	50007755730	675.416	674.203	1.213	0	0	
YLR139C	0.02423	14825	50002763480	19651.339	19470.388	180.952	0	0	
YJL174W	1.486	4856	50018490390	2357.709	2303.902	53.807	0	0	
YLR141W	0.02484	7607	50007173412	4286.162	4212.574	73.588	0	0	
YGR197C	0.04333	12334	50002547009	11580.625	11557.236	23.389	0	0	
YOR149C	0.02365	11847	50006715897	9958.120	9891.667	66.453	0	0	
YER024W	0.04376	17020	50009030944	80347.937	71834.615	8513.322	0	0	
YOR150W	0.3708	3628	50003513775	1013.253	1012.705	0.547	0	0	
YOR151C	0.6788	1	nan	337825.633	337825.633	0.000	0	0	
YOR152C	0.01071	5986	50003203040	2109.783	2107.152	2.631	0	0	
YOR153W	0.4305	1	nan	1380378.540	1380378.540	0.000	0	0	
YDL141W	0.08202	14520	50000661455	24960.080	23398.806	1561.273	0	0	
YLR142W	0.0427	10977	50000471067	7663.028	7854.263	-191.235	0	0	
YER025W	1.996	4173	50002531772	9654.038	9244.230	409.808	0	0	
YDL142C	0.07296	6323	50000178151	2531.420	2493.500	37.920	0	0	
YER026C	0.6633	6143	50017006109	2360.801	2341.269	19.531	0	0	
YMR287C	0.004874	21713	50001307578	106241.643	101587.899	4653.744	0	0	
YDL143W	0.8983	6395	50002005860	9955.618	9389.122	566.495	0	0	
YOR154W	0.02878	13224	50001461940	14719.301	14444.053	275.248	0	0	
YER027C	0.2525	8892	50002161537	5764.984	5610.404	154.580	0	0	
YDL144C	0.3431	7758	50001789949	3934.572	3863.352	71.220	0	0	
YJL176C	0.03597	17153	50001804851	50352.986	47571.550	2781.436	0	0	
YJL177W	19.24	1205	50058343185	1177.397	1174.727	2.671	0	0	
YER028C	0.06468	8538	50000527264	5065.528	4961.275	104.253	0	0	
YLR143W	0.1333	12771	50000077447	24262.722	22309.358	1953.364	0	0	
YER029C	0.2916	4151	50008159731	1350.556	1347.359	3.196	0	0	
YOR155C	0.08853	9901	50001720356	6867.843	6737.488	130.356	0	0	
YGR198W	0.06892	15557	50000920529	49433.236	44992.168	4441.068	0	0	
YER030W	1.004	3333	50063427449	922.559	918.669	3.890	0	0	
YJL178C	0.5525	5794	50001911483	2282.671	2265.667	17.004	0	0	
YJL179W	0.1812	2304	50017055323	583.266	582.055	1.211	0	0	
YDL145C	0.4908	2096	50006860024	302816.521	253215.926	49600.595	0	0	
YER031C	0.5798	5009	50003068147	1638.169	1634.877	3.292	0	0	
YJL180C	0.1764	7371	50000426036	3282.254	3249.659	32.595	0	0	
YDL146W	0.009006	11252	50000737496	8718.673	8733.363	-14.689	0	0	
YGR199W	0.3549	7828	50000486922	35691.259	30605.932	5085.327	0	0	
YDL147W	0.8666	7270	50010153319	6653.571	6352.259	301.312	0	0	
YOR156C	0.006981	16824	50009123326	31072.769	30535.972	536.797	0	0	
YOR157C	1.038	5449	50007338108	2119.782	2089.548	30.235	0	0	
YJL181W	0.03623	14120	50003293914	16752.244	16019.333	732.911	0	0	
YLR144C	0.05295	16219	50006739819	39513.389	36882.441	2630.948	0	0	
YOR158W	0.1099	7143	50005835085	3159.515	3160.963	-1.447	0	0	
YOR159C	0.5217	2198	50030891073	480.464	480.713	-0.250	0	0	
YLR145W	0.3164	4325	50000990449	1399.123	1390.053	9.070	0	0	
YGR200C	0.3884	7848	50012071433	40054.366	35169.323	4885.044	0	0	
YGR201C	0.01222	5116	50008862837	1682.602	1690.172	-7.570	0	0	
YMR288W	0.02012	19410	50000508014	104200.454	94602.157	9598.297	0	0	
YAL024C	0.008283	17754	50002559054	1164639.073	861073.731	303565.342	0	0	
YJL183W	0.3945	9018	50005763086	5743.326	5614.083	129.243	0	0	
YLR146C	0.2682	6942	50008338520	2788.059	2794.309	-6.250	0	0	
YDL148C	0.233	8556	50024414436	45935.634	40954.986	4980.648	0	0	
YLR147C	0.7773	2025	50033205539	530.540	528.087	2.452	0	0	
YJL184W	0.3927	2680	50031835651	684.164	681.112	3.052	0	0	
YAL025C	0.364	6558	50001075889	2903.450	2904.448	-0.998	0	0	
YJL185C	0.01826	6575	50002690625	2744.979	2699.642	45.336	0	0	
YER032W	0.03885	16739	50004493688	67252.040	61206.533	6045.507	0	0	
YMR289W	0.1701	8315	50008395346	4449.300	4336.711	112.589	0	0	
YGR202C	0.0647	9593	50001495043	6016.163	5991.792	24.371	0	0	
YGR203W	0.07686	3193	50018089867	888.858	882.214	6.644	0	0	
YGR204W	1.336	2201	50028250185	78887.922	70447.775	8440.147	0	0	
YMR290C	0.609	7545	50008385428	9014.763	8579.445	435.318	0	0	
YGR205W	0.02248	6686	50003624006	2621.513	2640.791	-19.277	0	0	
YJL186W	0.4896	8692	50009633347	14406.237	13365.552	1040.685	0	0	
YGR206W	0.1523	2334	50051670822	530.628	530.558	0.070	0	0	
YGR207C	0.2151	5776	50007347273	2132.367	2121.629	10.738	0	0	
YGR208W	0.396	7021	50012328899	2909.120	2901.870	7.250	0	0	
YGR209C	4.303	2100	50015283131	540.071	542.174	-2.102	0	0	
YMR291W	0.03247	13252	50000700390	14254.261	14298.420	-44.159	0	0	
YMR292W	0.4351	3296	50006426939	793.273	790.695	2.578	0	0	
YGR210C	0.6762	7420	50002413766	5422.985	5172.653	250.333	0	0	
YOR160W	0.04373	16460	50003539681	104971.310	91561.489	13409.822	0	0	
YGR211W	0.6344	7306	50004998144	8113.599	7803.223	310.375	0	0	
YLR148W	0.01794	20388	50003253198	81934.366	76657.008	5277.358	0	0	
YMR293C	0.1671	10312	50005946429	7458.797	7124.944	333.853	0	0	
YGR212W	0.007001	10760	50002859448	7763.006	7645.545	117.461	0	0	
YOR161C	0.2054	10968	50002723641	10858.099	10431.060	427.039	0	0	
YMR294W	0.1809	8053	50000674161	4483.096	4409.897	73.199	0	0	
YJL187C	0.01972	18119	50002846848	48988.094	47285.075	1703.018	0	0	
YJL189W	25.46	632	50055719961	233.641	233.927	-0.286	0	0	
YJL190C	22.46	1266	50231925890	717.776	717.666	0.111	0	0	
YMR295C	3.559	3232	50015642966	1339.763	1323.695	16.068	0	0	
YJL191W	2.388	2724	50018859029	776.402	783.063	-6.662	0	0	
YDL149W	0.006506	23164	50000411161	125360.938	116181.803	9179.135	0	0	
YGR213C	0.01577	7456	50008957563	3072.182	3103.859	-31.677	0	0	
YGR214W	6.43	2492	50013398039	1962.874	1958.116	4.758	0	0	
YGR215W	0.1807	2412	50056782080	589.802	588.059	1.742	0	0	
YJL192C	0.4143	5244	50004081507	1776.552	1773.184	3.368	0	0	
YMR296C	1.272	5081	50000158549	12001.065	11162.179	838.886	0	0	
YDL150W	0.1784	8974	50012204600	5850.551	5739.632	110.919	0	0	
YJL193W	0.03205	9194	50001279704	5215.209	5156.769	58.440	0	0	
YER033C	0.01232	22377	50000262105	189967.797	165649.257	24318.541	0	0	
YER034W	0.1193	4230	50008164900	1242.438	1238.013	4.425	0	0	
YMR297W	3.138	3689	50008798125	10339.747	9797.378	542.369	0	0	
YER035W	1.037	3013	50026810663	860.007	853.719	6.288	0	0	
YMR298W	1.295	3272	50013082548	892.862	892.913	-0.051	0	0	
YLR149C	0.01722	16561	50000212354	31398.124	30609.809	788.315	0	0	
YMR299C	0.01721	7507	50010194418	3086.082	3032.900	53.182	0	0	
YDL153C	0.9614	5741	50015901467	16181.609	14922.194	1259.415	0	0	
YLR150W	8.503	2154	50004768078	2262.849	2256.159	6.690	0	0	
YJL194W	0.01286	11393	50000159682	9799.892	9643.153	156.739	0	0	
YAL026C	0.01246	16314	50004203883	673777.081	537176.841	136600.240	0	0	
YER036C	1.755	4381	50006684626	15234.135	14525.544	708.591	0	0	
YLR151C	0.06781	7576	50001383549	3665.612	3651.341	14.271	0	0	
YGR216C	0.05416	13884	50007111643	16653.257	15976.166	677.091	0	0	
YGR217W	0.03558	1	nan	24350903.842	24350903.842	0.000	0	0	
YAL027W	0.1222	5981	50016131083	2177.462	2166.549	10.912	0	0	
YJL196C	2.185	4467	50004329532	2958.217	2861.080	97.137	0	0	
YER037W	0.1334	7460	50002791351	3215.446	3192.419	23.027	0	0	
YMR300C	0.1628	11070	50016078517	9221.680	9217.195	4.484	0	0	
YOR162C	0.01714	18324	50000240950	46800.028	44781.319	2018.709	0	0	
YER038C	0.01056	11140	50010292382	7494.891	7551.176	-56.285	0	0	
YOR163W	0.4984	3944	50013943477	1260.083	1259.513	0.571	0	0	
YAL028W	0.02582	11873	50002846468	10806.253	10583.668	222.586	0	0	
YER039C	0.01315	5589	50001401783	1976.398	1970.434	5.964	0	0	
YLR152C	0.02031	13343	50000388909	13647.483	13310.788	336.696	0	0	
YOR164C	0.3502	7462	50004881270	3026.738	3028.298	-1.560	0	0	
YLR153C	1.87	3619	50009612767	21352.211	20129.251	1222.961	0	0	
YLR154C	1.74	2560	50006919092	590.802	586.923	3.879	0	0	
YGR218W	0.1247	8323	50004924907	177358.114	149386.345	27971.769	0	0	
YGR220C	0.4493	5751	50000641025	2249.661	2238.901	10.761	0	0	
YLR155C	0.01723	8235	50009921096	3989.894	4090.428	-100.534	0	0	
YLR156W	0.1265	2537	50015956406	620.464	619.126	1.338	0	0	
YMR301C	0.1719	11863	50003495100	24423.017	22107.917	2315.099	0	0	
YJL197W	0.06348	9171	50003235509	461229.088	348892.560	112336.528	0	0	
YOR165W	0.2625	9130	50002247493	37955.396	33792.941	4162.455	0	0	
YLR157C	0.02354	8122	50010642351	3989.894	4073.227	-83.333	0	0	
YDL154W	0.01544	19912	50004429449	73543.951	69255.692	4288.258	0	0	
YLR158C	0.009595	8257	50003056377	3989.894	4058.373	-68.479	0	0	
YLR159W	0.178	2406	50034993705	620.464	618.080	2.384	0	0	
YAL029C	0.04414	5931	50008807925	1310641.856	949384.659	361257.197	0	0	
YAL030W	0.9914	2391	50001852357	637.465	636.409	1.056	0	0	
YER040W	0.02535	16415	50002006257	31673.001	30078.345	1594.656	0	0	
YOR166C	0.03176	10705	50001626552	7221.764	7148.644	73.120	0	0	
YOR167C	9.872	1081	50015432653	318.194	318.904	-0.710	0	0	
YGR221C	0.004365	14214	50000625062	18121.206	17581.130	540.076	0	0	
YLR160C	0.01062	8270	50008015793	3989.894	4054.690	-64.796	0	0	
YJL198W	0.5281	5950	50017379275	61031.051	52523.488	8507.563	0	0	
