ORF	"rescaled.phi"
YBR280C	0.053559900217388
YBR281C	0.0960458265521161
YBR282W	0.642176288665555
YBR283C	1.68589435398603
YBR284W	0.0123690110247831
YBR285W	0.0308503163856161
YBR286W	5.18105766954472
YBR287W	0.417812220556049
YBR288C	0.288546881182536
YBR289W	0.0635135346310137
YBR290W	0.215723796893667
YBR291C	0.11919877471501
YBR293W	0.0424116198092358
YBR294W	0.00350136142846645
YBR295W	0.0114662001453363
YBR296C	0.0672585216452811
YBR297W	0.0158316084939613
YBR298C	0.0369265360687681
YBR299W	0.0267065778284431
YBR301W	0.488660520764431
YBR302C	0.399531969720811
YCL001W	0.146664817617714
YCL002C	0.0424639292933487
YCL004W	0.0039194330804704
YCL005W	0.0549094948067878
YCL008C	0.0263168222628951
YCL009C	0.945813544455284
YCL010C	0.0425838096628691
YCL011C	1.20290362116476
YCL014W	0.00789914457135128
YCL016C	0.105186205638973
YCL017C	0.698146401365879
YCL018W	0.147280474920046
YCL019W	0.450380978976839
YCL024W	0.0102489961498153
YCL025C	0.318743617745954
YCL026CA	0.0622937980678184
YCL027W	0.0503684153551531
YCL028W	0.614077272957105
YCL029C	0.124584692344688
YCL030C	0.850093334336248
YCL031C	0.296444895585251
YCL032W	0.0848853823946619
YCL033C	0.857766078081746
YCL034W	0.627528915415616
YCL035C	1.92894270821829
YCL036W	0.328810681493526
YCL037C	0.246961855989741
YCL038C	0.103709500075601
YCL039W	0.0429008879606305
YCL040W	1.93964535983334
YCL042W	0.747448473739659
YCL043C	4.21457486686965
YCL044C	0.0902572760339606
YCL045C	0.412871671863177
YCL047C	0.141904213220214
YCL048W	0.0155856442015296
YCL049C	0.119354139904892
YCL050C	1.77749622546929
YCL051W	0.0117900058337764
YCL052C	0.112881651750072
YCL054W	0.292651092710356
YCL055W	0.0394897874090637
YCL056C	1.53040699039988
YCL057W	0.223750328794094
YCL059C	0.302254073743372
YCL061C	0.0158081719312166
YCL063W	0.0656750440186905
YCL064C	0.91816651783204
YCL066W	0.0669470818165926
YCL067C	0.299833817608504
YCL068C	0.0269487845163939
YCL069W	0.0136039182458058
YCL073C	0.0394882860171526
YCR002C	1.01799213976748
YCR003W	0.262245996772236
YCR004C	1.09985255981155
YCR005C	0.51709531204958
YCR007C	0.0165660489948016
YCR008W	0.0622460546299847
YCR009C	0.776127835167608
YCR010C	0.0460092559316527
YCR011C	0.297037978387776
YCR012W	54.4928431250567
YCR014C	0.032189326986983
YCR015C	0.0430160084228281
YCR016W	0.241492285257454
YCR017C	0.375309180828355
YCR018C	0.0630708756241133
YCR019W	0.0503935719190708
YCR020C	0.0599619136958515
YCR020CA	0.0680141672445147
YCR021C	0.0632001479424844
YCR023C	0.109115554505582
YCR024C	0.0219056503339016
YCR024CA	10.8310133557297
YCR026C	0.111256535246166
YCR027C	0.0248647989225904
YCR028C	0.054799150750725
YCR028CA	1.07825385750471
YCR030C	0.0750106906727596
YCR031C	16.9891771821483
YCR032W	0.0139918383184953
YCR033W	0.0394798138770826
YCR034W	1.42104108291782
YCR035C	0.525438637643258
YCR036W	0.147977063020972
YCR037C	0.023942486447111
YCR038C	0.007990032403115
YCR039C	0.457928925706778
YCR040W	0.0781949160576219
YCR042C	0.05231728392636
YCR043C	0.149497713170666
YCR044C	0.32857879068791
YCR045C	0.00662394725091094
YCR046C	0.279730518143975
YCR047C	0.77199331944646
YCR048W	0.235951843877318
YCR051W	1.06369577170175
YCR052W	0.193725299494051
YCR053W	2.12811761488185
YCR054C	0.043221583622969
YCR057C	0.122043978381872
YCR059C	0.310650661627568
YCR060W	0.378535564803118
YCR061W	0.141813003661613
YCR063W	0.00375512553437066
YCR065W	0.0361033897040789
YCR066W	0.0277022192747914
YCR067C	0.115731854557033
YCR068W	0.00852191698644893
YCR069W	0.376256460131412
YCR071C	0.231229034133889
YCR072C	0.318748938612892
YCR073C	0.0220918848014289
YCR073WA	0.898080966964746
YCR075C	0.0944424513579999
YCR076C	0.247910739802285
YCR077C	0.418916712915955
YCR079W	0.0857969500186894
YCR081W	0.0116210538720395
YCR082W	0.77837742346427
YCR083W	0.288221450361093
YCR084C	0.318782847796688
YCR086W	0.0842619953988094
YCR088W	0.391368840029391
YCR089W	0.0202076750752743
YCR090C	0.363795678588412
YCR091W	0.0100056840414463
YCR092C	0.019190857403454
YCR093W	0.0328654689348781
YCR094W	0.0502684902990012
YCR095C	0.0830600404304738
YCR096C	0.278915951161635
YCR097W	0.130575307940687
YCR098C	0.0208580953749334
YCR099C	0.00133529424391651
YCR100C	0.00521385564183884
YCR101C	0.00538284060120021
YCR102C	0.0208359085972136
YCR104W	0.615815707427975
YCR105W	0.0320079514196517
YCR106W	0.00337355750438209
YCR107W	0.00636504788970626
YDL001W	0.0985428681590116
YDL002C	0.185711789281161
YDL003W	0.177565533749929
YDL004W	0.87488833090908
YDL005C	0.15467843094818
YDL006W	0.074037306124083
YDL007W	1.49330747665919
YDL008W	0.404788701650881
YDL010W	0.178076031747936
YDL012C	1.32802277190748
YDL013W	0.0515958486142445
YDL014W	3.6912865647935
YDL015C	1.15833821341196
YDL017W	0.0588981362797775
YDL018C	0.0990015186396469
YDL019C	0.136881694303579
YDL020C	0.0494603454793142
YDL021W	0.0193711935456161
YDL022W	2.55079349966587
YDL024C	0.0222604531657819
YDL025C	0.0211549791265494
YDL027C	0.0107299942715895
YDL028C	0.0158424317147713
YDL029W	1.29610058543841
YDL030W	0.0295467988540167
YDL031W	0.394624030930273
YDL033C	0.0420338588801648
YDL035C	0.0541269066472147
YDL036C	0.0925156870704518
YDL037C	0.0262986034495119
YDL038C	0.0109315396368479
YDL039C	0.12639336638384
YDL040C	0.437598515967471
YDL042C	0.16984536004403
YDL043C	0.0862147535649949
YDL044C	0.0450584788804073
YDL045C	0.0989027113780222
YDL045WA	0.442525284027444
YDL046W	0.611063397808315
YDL047W	0.138346409355176
YDL048C	0.0476923657604785
YDL049C	0.0233190705783371
YDL051W	0.884465507799799
YDL052C	0.597588690010334
YDL053C	0.35238528980008
YDL054C	0.145020958463136
YDL055C	3.6837081282586
YDL056W	0.0369517998749652
YDL057W	0.0875039377534866
YDL058W	0.0382610548685108
YDL059C	0.0331347666724783
YDL060W	0.670094143291233
YDL061C	3.7499096246267
YDL063C	0.105767161814523
YDL064W	0.664148462210289
YDL065C	0.198613229350081
YDL066W	1.25310480868405
YDL067C	1.05698714017247
YDL069C	0.0379040618193095
YDL070W	0.0623138152517326
YDL072C	1.88831979476073
YDL073W	0.0226746352228073
YDL074C	0.071840328414857
YDL075W	19.8523374838926
YDL076C	0.11735980885664
YDL077C	0.0492653377683941
YDL078C	0.787549327656557
YDL079C	0.00971096988363603
YDL080C	0.0533016484345625
YDL081C	18.778402578206
YDL082W	8.33187910548864
YDL083C	8.73104904177312
YDL084W	1.39309303134109
YDL085W	0.0470257436272288
YDL086W	0.490228233775955
YDL087C	0.0194031352460553
YDL088C	0.0697851249989545
YDL089W	0.0309756991090086
YDL090C	0.0886952839855709
YDL091C	0.0353822884929107
YDL092W	0.307606713268821
YDL093W	0.171058831183288
YDL095W	1.38979929509018
YDL097C	0.652238736870411
YDL098C	0.0775141049458714
YDL099W	0.258469509400756
YDL100C	1.62015149572445
YDL101C	0.104413545639647
YDL102W	0.148634759296816
YDL103C	0.450316328381193
YDL104C	0.027953900405654
YDL105W	0.0369288582765867
YDL106C	0.0492851982135923
YDL107W	0.012894774548787
YDL108W	0.132061665309201
YDL109C	0.0314173269401459
YDL110C	0.203418178430099
YDL111C	0.435143575204633
YDL112W	0.317639933827847
YDL113C	0.0156921357849412
YDL114W	0.0139517627036364
YDL115C	0.0992716413178577
YDL116W	0.166987052195571
YDL117W	0.121723917923803
YDL119C	0.0171761998185584
YDL120W	0.0278787441913329
YDL121C	0.421789114874745
YDL122W	0.488384846235912
YDL123W	0.0884169572729886
YDL124W	1.55324958765569
YDL125C	2.59555699628277
YDL126C	2.5543327836142
YDL127W	0.04596551345578
YDL128W	1.36586625421306
YDL129W	0.0287257602125874
YDL130W	65.6481249691584
YDL131W	1.32930616913759
YDL132W	0.387811943599025
YDL133W	0.0752687692180568
YDL134C	0.184590327892897
YDL135C	0.535991991506621
YDL136W	13.0946691088909
YDL137W	2.52965183920548
YDL138W	0.0179220822456666
YDL139C	0.0489806218907833
YDL140C	0.493787163684926
YDL141W	0.0820187385213334
YDL142C	0.0729649452009566
YDL143W	0.898344073523065
YDL144C	0.343112664483952
YDL145C	0.490816272066647
YDL146W	0.00900578590154772
YDL147W	0.86663038666859
YDL148C	0.23297861767711
YDL149W	0.00650587350132763
YDL150W	0.178370807776292
YDL153C	0.961364557649985
YDL154W	0.0154353441469964
YDL155W	0.0960296783396653
YDL156W	0.0184119567284099
YDL157C	0.806051796868753
YDL159W	0.0336905827829233
YDL160C	0.277650793368425
YDL161W	0.258223021271036
YDL164C	0.186545284525809
YDL165W	0.797832393853587
YDL166C	0.650827704829043
YDL167C	0.0400220762132968
YDL168W	0.698618733486539
YDL169C	0.0359844085198241
YDL170W	0.0224922119809006
YDL171C	0.348553436539525
YDL173W	0.500557220292069
YDL174C	0.601789246352056
YDL175C	0.0656306580891417
YDL176W	0.006608656976695
YDL177C	0.085822494304694
YDL178W	0.213833428985855
YDL179W	0.0473550929165716
YDL180W	0.0632721776318917
YDL181W	0.17462832858148
YDL182W	2.81673690500266
YDL183C	0.0213133264767381
YDL184C	2.66584078550667
YDL185W	2.28851576742835
YDL186W	0.0133034707507524
YDL188C	0.421454741697084
YDL189W	0.133609505501417
YDL190C	0.317647976998799
YDL191W	12.6396477111142
YDL192W	12.6084560838003
YDL193W	0.211811978015031
YDL194W	0.0277962625043903
YDL195W	0.90746449317185
YDL197C	0.0930783006915275
YDL198C	0.835245261285176
YDL199C	0.00995267335781448
YDL200C	0.191737786579945
YDL201W	0.455042017167352
YDL202W	0.146450238190809
YDL203C	0.0315308923892927
YDL204W	0.0107837350276616
YDL205C	0.0437260595545185
YDL206W	0.0112633596233193
YDL207W	0.0578373204004953
YDL208W	4.33654795810486
YDL209C	0.0638391469393909
YDL210W	0.0153172951456314
YDL211C	0.0174872766733783
YDL212W	1.77737610174229
YDL213C	0.757428399010542
YDL214C	0.00687383413594572
YDL215C	0.0288360753957288
YDL216C	0.0182786710739687
YDL217C	0.0507680660833242
YDL218W	0.00793223706394217
YDL219W	0.342824195126563
YDL220C	0.0235069549270854
YDL222C	0.0189391432749669
YDL223C	0.023084139866571
YDL224C	0.0682753310676953
YDL225W	0.242968310244822
YDL226C	0.575856367948108
YDL227C	0.177579512368575
YDL229W	47.9646306444666
YDL230W	0.225419059908079
YDL231C	0.00841509955149613
YDL232W	1.81572640281075
YDL233W	0.0363423048789938
YDL234C	0.0892433209060588
YDL235C	0.334514329124047
YDL236W	0.669111894755696
YDL237W	0.354343426579046
YDL238C	0.00304621694542587
YDL239C	0.00349873399262195
YDL240W	0.00564065516550206
YDL241W	0.0855479499448109
YDL243C	0.0294498188358443
YDL244W	0.0778320205583524
YDL245C	0.00792859495114674
YDL246C	0.0292461245002955
YDL247W	0.00384569163929628
YDL248W	0.033612432034186
YDR001C	0.297975251161227
YDR002W	4.04236428247888
YDR003W	0.0800623918634922
YDR004W	0.0265236266245456
YDR005C	0.0886645137007986
YDR006C	0.0489222325943709
YDR007W	0.152374586307565
YDR009W	0.0317937803383492
YDR011W	0.399531095283764
YDR012W	23.0074150648013
YDR013W	0.0449267729872352
YDR014W	0.00452313699335595
YDR016C	0.312524052257616
YDR017C	0.0503131608330607
YDR018C	0.00893159074303782
YDR019C	0.339071494917587
YDR020C	0.0269145288575422
YDR021W	0.10962313633853
YDR022C	0.0228685540121215
YDR023W	2.82239266483074
YDR025W	13.3407326086805
YDR026C	0.0163331311381252
YDR027C	0.0680964014492741
YDR028C	0.147438253061213
YDR030C	0.0321010913392821
YDR031W	0.181108942401314
YDR032C	2.86901748732126
YDR033W	7.42215931955581
YDR034C	0.0202510463278722
YDR035W	1.48223261596538
YDR036C	0.209171739092259
YDR037W	2.63669636380954
YDR038C	0.219200880319966
YDR039C	0.676896298337531
YDR040C	0.00976487150312722
YDR041W	0.317781712245873
YDR042C	0.0296190760256072
YDR043C	0.0225250033701687
YDR044W	0.31841237521791
YDR045C	0.548131446307715
YDR046C	0.389060322100217
YDR047W	0.43113848441587
YDR049W	0.078422001584182
YDR050C	64.6993307864116
YDR051C	0.335410973572431
YDR052C	0.0220152478187118
YDR054C	0.127068638019391
YDR055W	1.81145721553493
YDR056C	0.469693960588274
YDR057W	0.0951486293935239
YDR058C	0.0916935388839013
YDR059C	0.199834714787371
YDR060W	0.324903040939083
YDR061W	0.154092339517329
YDR062W	0.999773099525546
YDR063W	0.516577872176337
YDR064W	4.72234068219741
YDR065W	0.00503295441535855
YDR066C	0.0714685565546184
YDR067C	0.0610785656803566
YDR068W	0.265582708304249
YDR069C	0.0147494926481156
YDR070C	0.0481676470438218
YDR071C	1.32436857785681
YDR072C	0.604527966684912
YDR073W	0.00903019589421292
YDR074W	0.223411319450202
YDR075W	0.0480381891138133
YDR076W	0.0214264877049858
YDR077W	11.1272078199691
YDR078C	0.0217561422223545
YDR079W	0.323611769650847
YDR080W	0.0393362329638221
YDR081C	0.0146512339719969
YDR082W	0.0050248864961877
YDR083W	0.437440919313238
YDR084C	0.406911508949816
YDR085C	0.0207417952476627
YDR086C	1.11710940582419
YDR087C	0.376240167554354
YDR088C	0.0402141553850496
YDR089W	0.0500414047724411
YDR090C	0.17518955630233
YDR091C	0.570373878645861
YDR092W	1.33583674961021
YDR093W	0.0626971569040338
YDR096W	0.0163670196984052
YDR097C	0.157163259309337
YDR098C	0.986129526384593
YDR099W	1.19476618837336
YDR100W	0.592454766988951
YDR101C	0.625509691784441
YDR103W	0.0353339098508069
YDR104C	0.00682295592379208
YDR105C	0.358517910672773
YDR106W	0.035834822038919
YDR107C	0.0772225338117871
YDR108W	0.0341720057491119
YDR109C	0.0125161763049963
YDR110W	0.0814486303148112
YDR111C	0.0383794008484955
YDR113C	0.0913927325396824
YDR115W	0.707378513848625
YDR116C	0.210116976667305
YDR117C	0.113192864720093
YDR118W	0.0131926894761661
YDR119W	0.310171412379888
YDR120C	0.482939256527173
YDR121W	0.122409455945252
YDR122W	0.035205276861409
YDR123C	0.0357678781083755
YDR124W	0.0138135727772656
YDR125C	0.00719874936950702
YDR126W	0.0261471856004514
YDR127W	0.346216482907507
YDR128W	0.0222736027191136
YDR129C	1.1202293683355
YDR130C	0.0682273978935212
YDR131C	0.0357455222178305
YDR132C	0.0229696504839404
YDR135C	0.10945353267371
YDR137W	0.0456164893328763
YDR138W	0.0302305220061224
YDR139C	1.39578992306029
YDR140W	0.275813357774887
YDR141C	0.0487414344854669
YDR142C	0.0136569454282498
YDR143C	0.0867914117999647
YDR144C	0.35758267550263
YDR145W	0.191948979625643
YDR146C	0.124491358564014
YDR147W	0.0553963376327875
YDR148C	0.27457866091372
YDR150W	0.046389318445027
YDR151C	0.106409695681946
