ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YOR136W	1.896	8211	50001655365	1766.479	1773.935	-7.455	0	0	
YLR134W	0.6981	12628	50002456892	2957.337	2999.999	-42.662	0	0	
YJL163C	0.02992	12473	50001407339	2952.002	2937.561	14.441	0	0	
YJL164C	0.09803	8715	50004371780	1944.046	1948.791	-4.745	0	0	
YOR137C	0.005479	14472	50000321001	3433.047	3425.473	7.574	0	0	
YLR135W	0.02164	16854	50000503242	4429.300	4418.412	10.888	0	0	
YLR136C	0.01976	6355	50002489877	1316.717	1318.376	-1.659	0	0	
YOR138C	0.1477	15305	50001870858	3813.757	3798.111	15.646	0	0	
YLR137W	0.06799	8232	50008110194	1768.910	1765.295	3.615	0	0	
YMR280C	0.007627	33114	50000258705	12643.380	12636.907	6.473	0	0	
YJL165C	0.04045	19405	50000572646	5362.128	5357.238	4.891	0	0	
YJL166W	1.656	1961	50001095456	395.820	395.714	0.106	0	0	
YMR281W	0.2422	7048	50014401813	1418.648	1420.939	-2.291	0	0	
YER013W	0.01653	25237	50001632960	8476.078	8476.687	-0.609	0	0	
YJL167W	3.108	7946	50009498158	1673.881	1680.049	-6.169	0	0	
YDL112W	0.3176	33265	50000869547	12570.953	12452.724	118.229	0	0	
YOR140W	0.02021	17260	50000287558	4587.455	4594.281	-6.826	0	0	
YER014W	0.1181	12298	50002404469	2840.064	2839.590	0.473	0	0	
YMR282C	0.02027	13263	50004245080	3136.096	3131.087	5.009	0	0	
YAL017W	0.03967	31494	50004161545	11341.844	11298.939	42.905	0	0	
YAL018C	0.03238	7843	50010176761	1530.260	1534.322	-4.062	0	0	
YDL113C	0.01569	14310	50005704267	3570.042	3568.110	1.932	0	0	
YMR283C	0.06586	11846	50003901368	2671.820	2667.836	3.983	0	0	
YJL168C	0.02984	16546	50000487060	4305.394	4296.219	9.176	0	0	
YJL170C	0.1002	4656	50010923092	931.511	930.111	1.399	0	0	
YDL114W	0.01395	7262	50035209263	1443.255	1438.287	4.968	0	0	
YDL115C	0.09927	5757	50001462518	1086.012	1086.072	-0.060	0	0	
YJL171C	0.5909	9309	50004309227	1925.300	1931.852	-6.552	0	0	
YLR138W	0.1592	21848	50003026368	6650.562	6631.528	19.034	0	0	
YER015W	0.02166	17107	50013699422	4362.449	4375.202	-12.753	0	0	
YMR284W	0.03972	13818	50000685900	3297.199	3286.340	10.859	0	0	
YER016W	0.2546	7981	50008848742	1637.734	1637.072	0.662	0	0	
YOR141C	0.1534	20415	50003905723	5602.278	5596.067	6.212	0	0	
YGR184C	0.0558	45308	50002904473	23726.386	23531.207	195.178	0	0	
YMR285C	0.06188	11580	50003664292	2684.859	2687.889	-3.030	0	0	
YJL172W	0.3872	13532	50000862900	3070.541	3094.042	-23.501	0	0	
YMR286W	1.137	1882	50034834123	360.951	360.764	0.187	0	0	
YJL173C	1.62	2698	50001032467	520.286	520.363	-0.077	0	0	
YOR142W	0.6863	7121	50000804716	1543.459	1547.776	-4.316	0	0	
YLR139C	0.02423	14913	50000766399	3590.445	3593.437	-2.992	0	0	
YDL116W	0.167	16872	50001275981	4232.023	4237.257	-5.234	0	0	
YJL174W	1.486	5963	50008312555	1266.365	1268.927	-2.562	0	0	
YOR143C	0.1766	7592	50010106253	1498.074	1497.771	0.303	0	0	
YGR185C	1.561	8789	50023115666	1915.231	1926.646	-11.414	0	0	
YLR141W	0.02484	7702	50000170606	1755.597	1751.207	4.390	0	0	
YLR142W	0.0427	10949	50002032307	2414.372	2428.029	-13.656	0	0	
YER017C	0.2257	16999	50001246066	4513.705	4520.546	-6.841	0	0	
YER018C	0.03372	4866	50001124908	991.310	989.888	1.423	0	0	
YER019CA	1.767	1930	50017570182	369.089	369.222	-0.133	0	0	
YAL019W	0.1601	25875	50002143306	8286.235	8301.768	-15.533	0	0	
YGR186W	0.2002	16115	50007840116	4307.678	4303.498	4.179	0	0	
YJL176C	0.03597	18209	50007002622	5088.269	5095.924	-7.655	0	0	
YOR144C	0.04421	18327	50001988902	4811.947	4810.264	1.683	0	0	
YAL020C	0.1019	7262	50000707066	1577.592	1573.748	3.844	0	0	
YER019W	0.4041	10833	50000519221	2427.637	2429.179	-1.542	0	0	
YJL177W	19.24	3393	50003710983	804.164	805.880	-1.715	0	0	
YOR145C	0.7669	6290	50006374996	1254.627	1259.790	-5.163	0	0	
YJL178C	0.5525	6217	50006764840	1240.274	1242.720	-2.446	0	0	
YJL179W	0.1812	2350	50017634184	462.181	462.210	-0.029	0	0	
YGR187C	0.6323	9143	50002121367	1924.230	1925.499	-1.269	0	0	
YLR143W	0.1333	16021	50004164344	3908.126	3900.414	7.713	0	0	
YDL117W	0.1217	19815	50003224472	5640.752	5636.295	4.457	0	0	
YMR287C	0.004874	21778	50002241397	6486.546	6467.424	19.122	0	0	
YJL180C	0.1764	7506	50009958403	1531.908	1533.553	-1.646	0	0	
YER020W	0.2395	10047	50002598805	2262.177	2259.000	3.176	0	0	
YDL119C	0.01718	6868	50000077735	1436.195	1435.990	0.205	0	0	
YDL120W	0.02788	3956	50006321432	761.432	760.942	0.489	0	0	
YDL121C	0.4218	3529	50004539303	643.950	643.400	0.550	0	0	
YOR147W	0.01203	14425	50001889177	3433.052	3435.905	-2.852	0	0	
YOR148C	0.09319	4225	50005267985	813.715	812.722	0.993	0	0	
YER021W	0.7425	12265	50000232198	2730.660	2732.107	-1.446	0	0	
YJL181W	0.03623	14072	50004726678	3357.535	3349.459	8.075	0	0	
YLR144C	0.05295	17811	50012392414	4677.822	4691.500	-13.679	0	0	
YOR149C	0.02365	11954	50002274315	2690.737	2689.518	1.219	0	0	
YJL183W	0.3945	10000	50001667951	2085.284	2089.755	-4.470	0	0	
YLR145W	0.3164	4413	50032327948	891.137	890.462	0.675	0	0	
YOR150W	0.3708	3570	50015509868	709.077	708.940	0.136	0	0	
YJL184W	0.3927	2661	50044295275	524.939	524.478	0.461	0	0	
YAL021C	0.3205	19535	50000508097	5197.314	5214.065	-16.752	0	0	
YLR146C	0.2682	6854	50000555393	1395.776	1396.258	-0.482	0	0	
YLR147C	0.7773	2138	50026981959	426.956	426.704	0.252	0	0	
YJL185C	0.01826	6625	50008115287	1364.936	1362.971	1.964	0	0	
YER022W	0.1891	16466	50008235131	3928.155	3922.400	5.755	0	0	
YDL122W	0.4884	18684	50001003866	4930.822	4940.279	-9.457	0	0	
YDL123W	0.08842	3222	50016305538	602.942	603.117	-0.176	0	0	
YAL022C	0.3804	11616	50003364605	2685.896	2686.576	-0.681	0	0	
YGR188C	0.007665	22987	50001902642	7087.958	7071.187	16.772	0	0	
YMR288W	0.02012	21766	50004877732	6483.363	6504.445	-21.082	0	0	
YER023W	1.887	6433	50002771584	1315.013	1317.586	-2.573	0	0	
YDL124W	1.553	7085	50001724913	1459.810	1460.528	-0.718	0	0	
YDL125C	2.596	3640	50008298288	684.378	685.273	-0.895	0	0	
YMR289W	0.1701	8303	50002948416	1809.510	1804.391	5.120	0	0	
YJL186W	0.4896	13935	50004847555	3169.540	3175.831	-6.291	0	0	
YGR189C	2.22	10908	50001409576	2597.629	2601.804	-4.174	0	0	
YMR290C	0.609	11398	50007181422	2602.814	2611.676	-8.862	0	0	
YLR148W	0.01794	21378	50005973371	5973.243	5959.167	14.075	0	0	
YAL023C	1.332	16405	50004233336	4470.528	4485.585	-15.057	0	0	
YMR291W	0.03247	13372	50001708480	3163.860	3176.945	-13.086	0	0	
YMR292W	0.4351	3306	50006458493	592.291	592.518	-0.227	0	0	
YJL187C	0.01972	18697	50002073829	5036.719	5030.637	6.082	0	0	
YJL189W	25.46	873	50071536620	211.022	211.125	-0.103	0	0	
YJL190C	22.46	2670	50048620331	554.013	555.171	-1.158	0	0	
YJL191W	2.388	2909	50037030360	589.995	591.697	-1.703	0	0	
YGR191W	1.463	13282	50003824375	3263.504	3266.770	-3.265	0	0	
YER024W	0.04376	21257	50002577933	5984.262	5996.567	-12.305	0	0	
YJL192C	0.4143	5274	50010289104	1052.702	1054.776	-2.074	0	0	
YGR192C	36.3	4124	50002282427	1551.360	1552.486	-1.126	0	0	
YMR293C	0.1671	10781	50002279680	2353.481	2351.069	2.412	0	0	
YDL126C	2.554	16556	50003008062	5102.014	5093.577	8.437	0	0	
YLR149C	0.01722	16575	50003554256	4283.450	4284.823	-1.373	0	0	
YJL193W	0.03205	9163	50005047131	1972.270	1974.316	-2.047	0	0	
YDL127W	0.04597	6953	50021655462	1443.211	1440.614	2.596	0	0	
YGR193C	0.3291	9399	50007657046	2020.332	2020.816	-0.484	0	0	
YMR294W	0.1809	8093	50015017300	1808.290	1808.323	-0.033	0	0	
YLR150W	8.503	5683	50008428177	1246.259	1252.088	-5.829	0	0	
YMR295C	3.559	4122	50004540181	870.049	871.335	-1.286	0	0	
YER025W	1.996	11326	50001894363	2725.598	2735.396	-9.799	0	0	
YLR151C	0.06781	7740	50008010012	1620.042	1616.820	3.222	0	0	
YJL194W	0.01286	11437	50007850338	2670.665	2671.525	-0.859	0	0	
YER026C	0.6633	6371	50000513358	1266.314	1269.261	-2.947	0	0	
YDL128W	1.366	9495	50006966680	2013.653	2018.330	-4.678	0	0	
YDL129W	0.02873	6360	50000384791	1354.189	1350.729	3.460	0	0	
YDL130W	65.65	1859	50006522759	447.055	447.289	-0.234	0	0	
YJL196C	2.185	6968	50000379115	1447.781	1447.376	0.404	0	0	
YGR194C	0.08771	13608	50000078421	3271.811	3279.946	-8.135	0	0	
YER027C	0.2525	9483	50000738252	2066.553	2066.123	0.431	0	0	
YGR195W	0.9092	5510	50008860410	1112.732	1113.983	-1.251	0	0	
YMR296C	1.272	12517	50003255565	2957.666	2961.477	-3.810	0	0	
YLR152C	0.02031	13319	50000488418	3097.570	3089.546	8.024	0	0	
YER028C	0.06468	8678	50014936430	1930.815	1931.812	-0.997	0	0	
YOR151C	0.6788	25686	50001349636	9320.796	9322.653	-1.857	0	0	
YER029C	0.2916	4292	50001381429	867.679	867.813	-0.134	0	0	
YDL131W	1.329	10519	50010045039	2182.818	2189.202	-6.384	0	0	
YER030W	1.004	3379	50020766899	662.084	662.278	-0.194	0	0	
YOR152C	0.01071	6179	50000939420	1167.777	1168.130	-0.353	0	0	
YER031C	0.5798	5274	50002963816	997.877	999.406	-1.529	0	0	
YMR297W	3.138	11943	50001773401	2776.685	2782.358	-5.673	0	0	
YMR298W	1.295	3424	50003561956	647.639	648.118	-0.478	0	0	
YMR299C	0.01721	7149	50002463815	1466.165	1461.713	4.452	0	0	
YGR196C	0.02978	19032	50000446960	5037.908	5023.381	14.526	0	0	
YLR153C	1.87	14490	50003168816	3827.444	3848.675	-21.231	0	0	
YLR154C	1.74	2485	50037151734	466.730	466.426	0.304	0	0	
YMR300C	0.1628	11614	50002523468	2633.393	2644.350	-10.957	0	0	
YLR155C	0.01723	8265	50001856349	1730.574	1738.764	-8.190	0	0	
YDL132W	0.3878	18489	50003170240	4988.948	4995.768	-6.820	0	0	
YLR156W	0.1265	2535	50006945314	484.784	484.439	0.345	0	0	
YGR197C	0.04333	12323	50009144189	2892.817	2899.826	-7.009	0	0	
YER032W	0.03885	19671	50002007826	5579.701	5584.803	-5.102	0	0	
YLR157C	0.02354	8212	50019480943	1730.574	1736.749	-6.175	0	0	
YDL133W	0.07527	9993	50009640396	2182.151	2180.787	1.364	0	0	
YLR158C	0.009595	8276	50014693738	1730.574	1735.695	-5.121	0	0	
YLR159W	0.178	2502	50017958904	484.784	484.793	-0.009	0	0	
YDL134C	0.1846	8536	50006183262	1780.639	1784.775	-4.136	0	0	
YDL135C	0.536	4608	50005915562	894.745	895.091	-0.346	0	0	
YDL136W	13.09	2404	50041532329	509.909	511.100	-1.191	0	0	
YAL024C	0.008283	32941	50003063388	12658.662	12630.378	28.285	0	0	
YDL137W	2.53	3829	50011707519	791.631	793.324	-1.693	0	0	
YMR301C	0.1719	15682	50000677513	3937.478	3933.337	4.141	0	0	
YLR160C	0.01062	8182	50000525256	1730.574	1738.172	-7.599	0	0	
YLR161W	0.1215	2579	50019061774	484.784	484.505	0.279	0	0	
YAL025C	0.364	6614	50003149013	1428.196	1431.932	-3.736	0	0	
YLR162W	0.004094	2615	50008496824	502.820	502.943	-0.122	0	0	
YJL197W	0.06348	29023	50002747635	9934.856	9898.312	36.544	0	0	
YLR163C	0.08204	10189	50019794830	2332.070	2334.698	-2.629	0	0	
YGR198W	0.06892	19174	50000565594	5032.210	5030.295	1.915	0	0	
YLR164W	0.01697	3776	50001311331	731.802	731.362	0.441	0	0	
YLR165C	0.05006	5852	50001026186	1155.809	1156.183	-0.374	0	0	
YDL138W	0.01792	17834	50001027462	4524.340	4511.599	12.741	0	0	
YDL139C	0.04898	4993	50004167963	1000.416	999.487	0.929	0	0	
YMR302C	0.1693	18701	50002764408	5289.129	5306.728	-17.599	0	0	
YER033C	0.01232	25116	50002017067	7708.674	7665.382	43.292	0	0	
YER034W	0.1193	4331	50007552741	815.351	813.888	1.463	0	0	
YER035W	1.037	3100	50020334398	625.685	625.194	0.492	0	0	
YMR303C	0.8098	7844	50002320094	1640.424	1649.839	-9.415	0	0	
YGR199W	0.3549	17256	50000398338	4510.868	4505.494	5.374	0	0	
YLR166C	0.02506	20335	50000898255	5488.321	5509.401	-21.081	0	0	
YLR167W	20.16	3117	50006894931	654.624	656.006	-1.382	0	0	
YJL198W	0.5281	20239	50000706798	5517.212	5534.295	-17.083	0	0	
YLR168C	0.1788	5081	50003679803	1034.244	1033.060	1.184	0	0	
YLR170C	0.29	3509	50014030953	676.624	675.898	0.726	0	0	
YLR172C	1.415	6814	50011435326	1394.743	1397.713	-2.970	0	0	
YER036C	1.755	13499	50001462003	3305.178	3320.305	-15.127	0	0	
YER037W	0.1334	7488	50006423815	1511.193	1511.227	-0.035	0	0	
YGR200C	0.3884	17517	50008186471	4739.193	4747.952	-8.758	0	0	
YGR201C	0.01222	5032	50006878116	1009.881	1010.080	-0.199	0	0	
YLR173W	0.01408	13981	50002160511	3340.197	3339.944	0.253	0	0	
YER038C	0.01056	11171	50009053338	2355.629	2359.505	-3.876	0	0	
YER039C	0.01315	5670	50005016382	1128.592	1129.735	-1.143	0	0	
YGR202C	0.0647	9675	50000612684	2110.187	2112.776	-2.589	0	0	
YLR174W	0.01567	9145	50003005367	2023.875	2029.795	-5.921	0	0	
YJL200C	0.2055	17710	50001478061	4720.526	4752.158	-31.631	0	0	
YGR203W	0.07686	3280	50008370654	640.012	639.975	0.036	0	0	
YAL026C	0.01246	31222	50000189320	11194.332	11296.884	-102.552	0	0	
YAL027W	0.1222	6033	50001360970	1192.991	1192.654	0.337	0	0	
YOR153W	0.4305	33084	50000067994	13576.397	13645.972	-69.575	0	0	
YLR175W	2.147	10341	50004892017	2452.367	2464.233	-11.866	0	0	
YJL201W	0.01676	13729	50006294644	3266.694	3273.840	-7.146	0	0	
YAL028W	0.02582	11856	50002555984	2777.491	2770.162	7.329	0	0	
YJL203W	0.06911	6329	50021911311	1292.726	1290.180	2.546	0	0	
YER040W	0.02535	16775	50002303451	4290.896	4282.389	8.507	0	0	
YOR154W	0.02878	13218	50003789908	3182.821	3177.581	5.240	0	0	
YMR304W	0.05927	28060	50000962430	9585.508	9578.022	7.486	0	0	
YOR155C	0.08853	10020	50017991951	2264.210	2265.651	-1.441	0	0	
YMR305C	2.004	8786	50006932517	1879.543	1886.439	-6.895	0	0	
YLR176C	0.00848	18624	50005138042	4970.015	4962.904	7.111	0	0	
YER041W	0.01913	17513	50001303882	4530.714	4529.345	1.369	0	0	
YER042W	0.9853	4227	50034699658	808.673	809.069	-0.397	0	0	
YJL204C	0.05326	19935	50002792139	5219.830	5217.850	1.980	0	0	
YOR156C	0.006981	16599	50000488264	4257.680	4248.123	9.557	0	0	
YGR204W	1.336	19924	50002427970	6091.274	6124.531	-33.257	0	0	
YER043C	4.482	9654	50005317880	2226.912	2240.591	-13.680	0	0	
YOR157C	1.038	6001	50006591957	1187.619	1189.157	-1.539	0	0	
YER044C	0.7616	3173	50005172653	637.311	638.673	-1.363	0	0	
YLR177W	0.06854	14721	50015892745	3477.848	3477.940	-0.093	0	0	
YGR205W	0.02248	6878	50002295447	1342.964	1344.649	-1.685	0	0	
YGR206W	0.1523	2196	50043328153	426.954	427.032	-0.077	0	0	
YLR178C	0.5388	5069	50002510632	978.673	979.670	-0.997	0	0	
YOR158W	0.1099	7352	50022694601	1495.300	1495.607	-0.306	0	0	
YOR159C	0.5217	2133	50024074863	395.496	395.329	0.167	0	0	
YLR179C	1.546	4603	50015018229	888.519	888.754	-0.235	0	0	
YGR207C	0.2151	5787	50003123180	1188.766	1190.840	-2.074	0	0	
YER044CA	0.01873	9415	50000377831	2013.606	2007.782	5.824	0	0	
YGR208W	0.396	7257	50010020615	1440.311	1443.220	-2.909	0	0	
YGR209C	4.303	2282	50006413493	438.636	439.460	-0.824	0	0	
YLR180W	2.754	8375	50003896520	1835.112	1844.938	-9.826	0	0	
YJL206C	0.03011	17432	50000745375	4509.811	4511.851	-2.040	0	0	
YER045C	0.04994	11285	50005638715	2514.157	2518.326	-4.169	0	0	
YLR181C	0.1636	7562	50000585827	1562.808	1563.853	-1.045	0	0	
