ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YER010C	0.1305	5267	50004526200	3569.419	3473.766	95.653	0	0	
YDL105W	0.03693	8459	50010690758	20920.369	19433.132	1487.237	0	0	
YMR277W	0.07395	2553	50091321497	533963.603	399381.528	134582.074	0	0	
YER011W	4.828	1734	50054870644	3953.363	3913.822	39.542	0	0	
YOR132W	0.2318	2853	50039268071	92445.416	72092.393	20353.023	0	0	
YOR133W	11.04	1	nan	986875.540	986875.540	0.000	0	0	
YER012W	1.499	2936	50015764840	2384.092	2295.837	88.255	0	0	
YER013W	0.01653	1	nan	29956848.281	29956848.281	0.000	0	0	
YGR171C	0.06826	5258	50029153128	114848.370	89765.100	25083.270	0	0	
YAL015C	0.1061	6411	50004760428	19697.696	17594.166	2103.530	0	0	
YAL016W	1.003	1	nan	189041.820	189041.820	0.000	0	0	
YAL017W	0.03967	1	nan	240577100.321	240577100.321	0.000	0	0	
YMR278W	0.1679	2523	50004055284	177945.292	136564.695	41380.597	0	0	
YGR172C	0.5365	4611	50004756121	4108.990	3883.031	225.959	0	0	
YLR121C	0.1085	5359	50016685370	53441.242	45153.068	8288.174	0	0	
YLR125W	0.009696	2988	50000864497	1140.748	1137.614	3.134	0	0	
YAL018C	0.03238	7649	50003002828	9168.121	9082.958	85.163	0	0	
YAL019W	0.1601	1	nan	25766362.165	25766362.165	0.000	0	0	
YDL106C	0.04929	6917	50002942554	101952.153	82651.274	19300.879	0	0	
YER014W	0.1181	4686	50018030694	77660.300	61457.578	16202.722	0	0	
YGR173W	0.4513	3807	50020436614	13698.948	12390.079	1308.870	0	0	
YLR126C	0.1812	5230	50016884516	4399.470	4238.237	161.233	0	0	
YOR134W	0.03239	8809	50004175951	22833.155	21275.464	1557.691	0	0	
YJL146W	0.01936	9864	50001746320	41333.956	36928.518	4405.438	0	0	
YGR174C	0.205	3428	50027360062	1760.075	1758.054	2.021	0	0	
YGR175C	2.194	576	50025852875	44010.526	41024.632	2985.894	0	0	
YOR136W	1.896	1757	50058848073	13159.846	12015.204	1144.642	0	0	
YDL107W	0.01289	8040	50003497353	12750.124	12247.700	502.423	0	0	
YAL020C	0.1019	6754	50005151047	10262.815	9283.287	979.527	0	0	
YAL021C	0.3205	1	nan	1483403.621	1483403.621	0.000	0	0	
YJL147C	0.01063	8505	50000130722	17160.372	16725.733	434.640	0	0	
YGR177C	0.1036	5260	50013701677	74972.267	62142.917	12829.349	0	0	
YGR178C	0.5679	1	nan	440700.599	440700.599	0.000	0	0	
YDL108W	0.1321	6041	50016462866	7941.826	7367.871	573.954	0	0	
YJL148W	0.8785	3783	50016113934	3549.951	3434.176	115.775	0	0	
YAL022C	0.3804	2785	50004425619	60330.875	49372.535	10958.340	0	0	
YAL023C	1.332	1	nan	592957.676	592957.676	0.000	0	0	
YAL024C	0.008283	1	nan	569072397.092	569072397.092	0.000	0	0	
YER015W	0.02166	5496	50011500268	544755.091	405103.824	139651.267	0	0	
YMR279C	0.007247	11807	50009310757	74881.789	69271.154	5610.635	0	0	
YMR280C	0.007627	1	nan	540082411.293	540082411.293	0.000	0	0	
YAL025C	0.364	4534	50024136535	7635.288	7327.671	307.617	0	0	
YAL026C	0.01246	1	nan	192830521.046	192830521.046	0.000	0	0	
YER016W	0.2546	5369	50012320664	11369.788	10089.157	1280.632	0	0	
YER017C	0.2257	1	nan	654673.206	654673.206	0.000	0	0	
YMR281W	0.2422	5620	50001627514	7548.806	7086.752	462.054	0	0	
YAL027W	0.1222	5950	50015407181	4880.562	4730.186	150.375	0	0	
YGR179C	0.04286	8017	50002576217	22632.935	20662.019	1970.916	0	0	
YJL149W	0.05398	4806	50013180439	275478.698	213773.809	61704.889	0	0	
YGR180C	2.986	1121	50011828901	10531.427	10158.719	372.708	0	0	
YER018C	0.03372	4739	50042932365	3232.660	3234.170	-1.510	0	0	
YLR127C	0.004244	8456	50001395503	1893916.278	1269481.491	624434.787	0	0	
YJL151C	1.974	2447	50000274262	1097.425	1073.218	24.207	0	0	
YGR181W	1.239	2112	50051741699	721.611	717.730	3.881	0	0	
YER019CA	1.767	1812	50008586770	550.583	551.932	-1.349	0	0	
YGR183C	0.6642	1597	50049771860	372.985	370.560	2.426	0	0	
YGR184C	0.0558	1	nan	84277864299.810	84277864299.810	0.000	0	0	
YDL109C	0.03142	6314	50003147875	225346.569	168558.953	56787.616	0	0	
YGR185C	1.561	1567	50031316437	17430.801	16055.991	1374.810	0	0	
YDL110C	0.2034	3331	50003778395	1359.952	1354.237	5.715	0	0	
YLR128W	0.05423	5968	50003174799	5474.871	5295.403	179.468	0	0	
YLR129W	0.2625	1	nan	3710415.386	3710415.386	0.000	0	0	
YGR186W	0.2002	1016	50073867601	533857.118	389378.393	144478.726	0	0	
YER019W	0.4041	2978	50001437069	41317.358	34510.601	6806.758	0	0	
YOR137C	0.005479	13215	50000281207	181250.056	158281.136	22968.920	0	0	
YDL111C	0.4351	4927	50014290147	5023.410	4652.930	370.480	0	0	
YDL112W	0.3176	1	nan	489599932.798	489599932.798	0.000	0	0	
YGR187C	0.6323	3388	50039909477	18469.177	16479.290	1989.887	0	0	
YOR138C	0.1477	2094	50046862124	305530.903	220437.986	85092.916	0	0	
YER020W	0.2395	3981	50013508712	33207.784	27530.595	5677.189	0	0	
YLR130C	0.1584	5828	50017911090	24027.602	20670.249	3357.353	0	0	
YER021W	0.7425	1469	50053433581	65703.893	55845.887	9858.005	0	0	
YMR282C	0.02027	9653	50000107109	123565.652	99109.175	24456.477	0	0	
YAL028W	0.02582	9615	50006484130	74291.231	62620.499	11670.732	0	0	
YAL029C	0.04414	1	nan	701841065.730	701841065.730	0.000	0	0	
YAL030W	0.9914	2301	50004745220	870.393	855.472	14.921	0	0	
YGR188C	0.007665	2097	50048493971	10174132.639	5854099.703	4320032.936	0	0	
YER022W	0.1891	1601	50019931331	341589.065	256636.122	84952.942	0	0	
YGR189C	2.22	1315	50003681716	48273.901	42527.776	5746.125	0	0	
YGR191W	1.463	1	nan	127523.101	127523.101	0.000	0	0	
YGR192C	36.3	1	nan	8429.070	8429.070	0.000	0	0	
YJL153C	0.01441	11095	50008418884	70669.946	66390.702	4279.243	0	0	
YJL154C	0.0967	1	nan	4209153.519	4209153.519	0.000	0	0	
YER023W	1.887	2207	50013921719	5828.213	5452.645	375.568	0	0	
YER024W	0.04376	1	nan	3198976.197	3198976.197	0.000	0	0	
YER025W	1.996	1	nan	58024.430	58024.430	0.000	0	0	
YAL031C	0.06297	2474	50020450725	732311.035	504846.385	227464.651	0	0	
YER026C	0.6633	4015	50010471160	5475.645	5140.869	334.776	0	0	
YGR193C	0.3291	4054	50005143807	21696.488	19016.857	2679.631	0	0	
YOR140W	0.02021	5163	50009005130	763837.388	547002.532	216834.856	0	0	
YOR141C	0.1534	1	nan	2289332.644	2289332.644	0.000	0	0	
YDL113C	0.01569	8405	50000346522	217413.942	174255.079	43158.862	0	0	
YMR283C	0.06586	7106	50002095538	62428.863	50659.480	11769.383	0	0	
YLR131C	0.02095	5242	50053220747	845698.298	572622.247	273076.052	0	0	
YJL155C	0.09238	6350	50001134971	34000.767	29229.045	4771.722	0	0	
YOR142W	0.6863	3130	50068788331	8817.097	8153.112	663.985	0	0	
YER027C	0.2525	4618	50001360902	24188.319	20988.507	3199.812	0	0	
YDL114W	0.01395	7060	50002986395	8024.535	7735.656	288.878	0	0	
YLR132C	0.07969	6300	50008284837	6832.547	6439.610	392.937	0	0	
YAL032C	0.02392	8187	50007160173	16374.748	15669.925	704.823	0	0	
YGR194C	0.08771	4279	50009593647	143496.074	113259.494	30236.580	0	0	
YDL115C	0.09927	5723	50000860895	3928.661	3793.442	135.220	0	0	
YAL033W	0.3074	3946	50007633475	1831.472	1773.610	57.861	0	0	
YOR143C	0.1766	6356	50004759231	8697.744	8176.739	521.005	0	0	
YGR195W	0.9092	3399	50003855180	4016.471	3756.673	259.799	0	0	
YDL116W	0.167	1292	50018190696	486200.449	360446.376	125754.074	0	0	
YDL117W	0.1217	1	nan	2402521.936	2402521.936	0.000	0	0	
YMR284W	0.03972	6720	50010631670	153074.135	119707.924	33366.211	0	0	
YLR133W	0.1615	3463	50026610342	117194.400	94738.834	22455.566	0	0	
YER028C	0.06468	7615	50000192061	19390.112	17231.970	2158.142	0	0	
YLR134W	0.6981	1014	50012198007	76667.645	74135.265	2532.381	0	0	
YJL156C	0.04267	5220	50003862539	331109.605	242170.255	88939.350	0	0	
YJL157C	0.5799	1	nan	1387574.406	1387574.406	0.000	0	0	
YJL158C	15.41	787	50008619261	3049.267	3000.812	48.454	0	0	
YOR144C	0.04421	2662	50049916362	1012247.338	695060.367	317186.972	0	0	
YDL119C	0.01718	6837	50000038012	7905.761	7729.007	176.754	0	0	
YER029C	0.2916	4080	50009977077	2409.615	2343.244	66.371	0	0	
YJL159W	4.526	989	50116785140	13921.610	13565.357	356.253	0	0	
YDL120W	0.02788	3932	50009292832	1850.895	1825.692	25.203	0	0	
YAL034C	0.006294	9448	50002518187	23619.530	23810.629	-191.099	0	0	
YER030W	1.004	2900	50011295461	1410.801	1389.301	21.501	0	0	
YGR196C	0.02978	3346	50002286531	1299452.160	888652.009	410800.151	0	0	
YDL121C	0.4218	3429	50020925749	1351.008	1328.918	22.090	0	0	
YDL122W	0.4884	1	nan	1067206.162	1067206.162	0.000	0	0	
YOR145C	0.7669	3562	50006254782	5308.972	5003.777	305.195	0	0	
YDL123W	0.08842	3337	50030311886	1215.616	1210.087	5.529	0	0	
YER031C	0.5798	4120	50002941316	3151.648	3055.283	96.364	0	0	
YAL034WA	0.02881	6637	50025255522	6767.109	6508.133	258.975	0	0	
YAL035W	1.178	1	nan	5478970.446	5478970.446	0.000	0	0	
YMR285C	0.06188	6281	50003174103	62957.627	53222.741	9734.886	0	0	
YDL124W	1.553	2300	50044620950	8029.950	7371.435	658.516	0	0	
YJL160C	0.04332	6438	50001558982	5985.602	5919.130	66.472	0	0	
YMR286W	1.137	1834	50014062122	541.036	535.524	5.512	0	0	
YDL125C	2.596	2432	50000698881	1475.950	1443.745	32.205	0	0	
YDL126C	2.554	1	nan	1133756.695	1133756.695	0.000	0	0	
YJL161W	0.02287	4105	50000763035	1983.095	1940.014	43.080	0	0	
YAL036C	1.44	2218	50039992065	13533.757	12375.152	1158.605	0	0	
YER032W	0.03885	1878	50071506676	2307415.313	1541884.843	765530.470	0	0	
YER033C	0.01232	1	nan	16880082.931	16880082.931	0.000	0	0	
YER034W	0.1193	4178	50002979337	2154.025	2087.571	66.454	0	0	
YLR135W	0.02164	5709	50003952159	644694.345	453105.091	191589.254	0	0	
YAL037W	0.03306	6316	50005232726	5270.887	5118.200	152.687	0	0	
YAL038W	60.06	1	nan	40885.067	40885.067	0.000	0	0	
YER035W	1.037	2738	50001668946	1291.497	1249.050	42.447	0	0	
YER036C	1.755	1	nan	134278.188	134278.188	0.000	0	0	
YDL127W	0.04597	6702	50006926874	8043.309	7719.469	323.840	0	0	
YGR197C	0.04333	6972	50009120045	83008.722	68729.691	14279.031	0	0	
YAL039C	0.981	3014	50006659105	5372.874	4920.556	452.319	0	0	
YLR136C	0.01976	6251	50009004538	6224.935	6214.291	10.644	0	0	
YDL128W	1.366	1970	50025805026	20353.419	17896.162	2457.257	0	0	
YGR198W	0.06892	1417	50177212938	1278247.530	898921.350	379326.181	0	0	
YGR199W	0.3549	1	nan	681485.752	681485.752	0.000	0	0	
YGR200C	0.3884	1	nan	833685.639	833685.639	0.000	0	0	
YER037W	0.1334	6691	50018234427	9059.566	8530.704	528.861	0	0	
YGR201C	0.01222	4929	50002994090	3306.564	3288.519	18.045	0	0	
YDL129W	0.02873	6281	50006637952	6930.750	6705.162	225.588	0	0	
YDL130W	65.65	446	50011380323	712.446	709.818	2.629	0	0	
YMR287C	0.004874	4910	50008903494	5556576.348	3391991.914	2164584.434	0	0	
YOR147W	0.01203	10877	50002123670	181871.746	149281.884	32589.862	0	0	
YDL131W	1.329	1624	50044304602	25922.329	23684.006	2238.324	0	0	
YDL132W	0.3878	1	nan	1152857.130	1152857.130	0.000	0	0	
YJL162C	0.01508	10195	50013983115	131133.036	107978.732	23154.304	0	0	
YAL040C	0.07902	4988	50019404429	114175.709	95957.837	18217.871	0	0	
YOR148C	0.09319	4206	50006193409	2097.215	2056.858	40.357	0	0	
YLR137W	0.06799	7788	50010186000	14293.975	13213.985	1079.990	0	0	
YLR138W	0.1592	1	nan	6054167.803	6054167.803	0.000	0	0	
YMR288W	0.02012	1549	50005900938	5291532.079	3338703.643	1952828.437	0	0	
YAL041W	0.05825	1651	50063790150	1812987.962	1219133.985	593853.977	0	0	
YGR202C	0.0647	7768	50007788961	26067.779	23705.397	2362.382	0	0	
YAL042W	1.908	1260	50008888841	22789.183	19304.898	3484.285	0	0	
YGR203W	0.07686	3159	50006654122	1353.897	1332.047	21.850	0	0	
YGR204W	1.336	1	nan	2997956.535	2997956.535	0.000	0	0	
YER038C	0.01056	10931	50004191905	38192.991	36792.160	1400.831	0	0	
YDL133W	0.07527	7522	50000770094	28613.597	25113.163	3500.434	0	0	
YMR289W	0.1701	5808	50002717757	15547.990	13607.935	1940.055	0	0	
YAL043C	0.09389	1542	50064000988	876706.715	626313.085	250393.631	0	0	
YER039C	0.01315	5623	50023936021	4177.809	4131.501	46.308	0	0	
YGR205W	0.02248	6706	50015705471	6488.846	6447.351	41.495	0	0	
YAL044C	4.154	1625	50020133512	1701.202	1640.080	61.122	0	0	
YGR206W	0.1523	2242	50051527843	695.857	694.548	1.309	0	0	
YAL046C	0.2542	2423	50045496437	881.378	873.601	7.777	0	0	
YMR290C	0.609	1705	50003947494	52124.806	44714.465	7410.341	0	0	
YJL163C	0.02992	8598	50007841882	90976.848	71153.724	19823.124	0	0	
YDL134C	0.1846	5679	50005426408	14671.592	13266.273	1405.319	0	0	
YGR207C	0.2151	5267	50000971407	4661.198	4566.377	94.822	0	0	
YLR139C	0.02423	7388	50001163397	222180.207	175112.172	47068.035	0	0	
YOR149C	0.02365	10035	50000993541	63594.053	54546.518	9047.534	0	0	
YDL135C	0.536	4078	50014025610	2507.567	2439.673	67.894	0	0	
YDL136W	13.09	856	50001225333	884.538	884.229	0.309	0	0	
YOR150W	0.3708	3485	50019268380	1603.277	1574.314	28.963	0	0	
YOR151C	0.6788	1	nan	49957957.132	49957957.132	0.000	0	0	
YDL137W	2.53	1991	50002998764	1908.480	1879.796	28.685	0	0	
YGR208W	0.396	4829	50008543801	7576.720	7130.059	446.661	0	0	
YGR209C	4.303	1608	50034991519	699.892	699.264	0.628	0	0	
YOR152C	0.01071	5897	50002146706	4658.138	4664.901	-6.762	0	0	
YOR153W	0.4305	1	nan	761695759.821	761695759.821	0.000	0	0	
YJL164C	0.09803	6849	50000568016	19370.565	17848.035	1522.530	0	0	
YER040W	0.02535	5328	50007765432	545094.775	381934.191	163160.584	0	0	
YLR141W	0.02484	7536	50020848703	14694.804	13500.169	1194.635	0	0	
YGR210C	0.6762	3029	50015376398	21544.124	18211.888	3332.237	0	0	
YAL047C	0.02565	7558	50011348980	187755.355	148611.550	39143.806	0	0	
YMR291W	0.03247	7882	50009890253	121408.613	102049.552	19359.061	0	0	
YMR292W	0.4351	3138	50001216592	1149.249	1133.758	15.490	0	0	
YJL165C	0.04045	1746	50001011310	1769506.368	1196327.847	573178.521	0	0	
YGR211W	0.6344	1955	50023742586	43232.638	38145.116	5087.522	0	0	
YJL166W	1.656	1959	50001206600	616.664	613.930	2.734	0	0	
YJL167W	3.108	1084	50014812183	11368.275	10739.769	628.506	0	0	
YOR154W	0.02878	7671	50016506199	130484.633	105116.919	25367.714	0	0	
YDL138W	0.01792	6085	50007505927	656771.982	455513.749	201258.234	0	0	
YMR293C	0.1671	4983	50006302638	37823.158	30183.360	7639.799	0	0	
YLR142W	0.0427	8453	50002319366	39054.524	36150.980	2903.544	0	0	
YDL139C	0.04898	5097	50006926896	3257.960	3208.180	49.780	0	0	
YDL140C	0.4938	1	nan	6677683149.609	6677683149.609	0.000	0	0	
YER041W	0.01913	5962	50003399858	727343.343	516841.766	210501.577	0	0	
YER042W	0.9853	3404	50000583737	2061.727	1986.500	75.226	0	0	
YER043C	4.482	1	nan	26410.610	26410.610	0.000	0	0	
YJL168C	0.02984	4699	50012896938	543361.022	392692.419	150668.603	0	0	
YLR143W	0.1333	2085	50002382008	328061.247	245293.610	82767.637	0	0	
YGR212W	0.007001	10857	50022331695	41081.416	38650.100	2431.317	0	0	
YER044C	0.7616	2913	50007798892	1286.907	1294.298	-7.391	0	0	
YMR294W	0.1809	5717	50003224128	15795.099	14067.952	1727.147	0	0	
YJL170C	0.1002	4608	50014373192	2808.606	2754.280	54.327	0	0	
YMR295C	3.559	1779	50019442188	2356.007	2257.904	98.103	0	0	
YMR296C	1.272	1	nan	87889.161	87889.161	0.000	0	0	
YMR297W	3.138	1	nan	66807.071	66807.071	0.000	0	0	
YMR298W	1.295	2750	50018923503	1345.731	1321.951	23.780	0	0	
YOR155C	0.08853	6703	50017895929	32690.666	28248.839	4441.827	0	0	
YDL141W	0.08202	2902	50006221084	347204.822	251650.311	95554.512	0	0	
YGR213C	0.01577	7354	50010623113	8293.569	8506.499	-212.930	0	0	
YAL048C	0.01089	10617	50005211750	260259.267	212525.558	47733.709	0	0	
YJL171C	0.5909	3038	50012381474	17589.881	15765.364	1824.517	0	0	
YLR144C	0.05295	2277	50078865644	830292.985	600907.085	229385.900	0	0	
YGR214W	6.43	1114	50001769544	4047.431	3998.985	48.447	0	0	
YGR215W	0.1807	2359	50009331119	791.253	787.076	4.178	0	0	
YMR299C	0.01721	7331	50001855333	8531.468	8222.069	309.400	0	0	
YLR145W	0.3164	4086	50034896779	2532.573	2445.393	87.180	0	0	
YAL049C	0.9096	3662	50001504195	4009.775	3767.097	242.678	0	0	
YAL051W	0.0672	1	nan	11514900.169	11514900.169	0.000	0	0	
YAL053W	0.6105	1	nan	779907.324	779907.324	0.000	0	0	
YJL172W	0.3872	1681	50017087378	100176.912	86197.269	13979.643	0	0	
YDL142C	0.07296	6271	50004938971	6191.675	5811.702	379.973	0	0	
YJL173C	1.62	2420	50002080719	938.404	924.914	13.490	0	0	
YER044CA	0.01873	9395	50005144470	22299.365	21258.834	1040.531	0	0	
YDL143W	0.8983	1287	50058404070	61687.763	52817.549	8870.214	0	0	
YJL174W	1.486	2278	50043265947	5442.577	5024.476	418.101	0	0	
YLR146C	0.2682	5435	50002767393	7126.852	6776.060	350.792	0	0	
YLR147C	0.7773	1963	50015809412	695.332	683.721	11.612	0	0	
YMR300C	0.1628	4209	50004497621	54249.423	46933.415	7316.008	0	0	
YDL144C	0.3431	4402	50015079860	12493.707	11069.480	1424.227	0	0	
YDL145C	0.4908	1	nan	40420415.670	40420415.670	0.000	0	0	
YGR216C	0.05416	5426	50007122964	163529.654	123346.510	40183.144	0	0	
YGR217W	0.03558	1	nan	203924172478.522	203924172478.522	0.000	0	0	
YGR218W	0.1247	1	nan	14550237.707	14550237.707	0.000	0	0	
YJL176C	0.03597	2348	50112676558	1315280.759	949275.494	366005.265	0	0	
YJL177W	19.24	534	50197504478	1929.846	1916.503	13.342	0	0	
YMR301C	0.1719	1658	50005199370	329924.681	241880.293	88044.389	0	0	
YMR302C	0.1693	1	nan	1555807.231	1555807.231	0.000	0	0	
YLR148W	0.01794	2100	50057542164	3344590.654	2196636.437	1147954.217	0	0	
YGR220C	0.4493	4192	50017156900	5075.939	4777.580	298.359	0	0	
YJL178C	0.5525	4183	50005644539	5192.878	4918.593	274.285	0	0	
YER045C	0.04994	7876	50016752842	48657.863	42356.006	6301.857	0	0	
YMR303C	0.8098	2696	50000767424	9948.369	9593.753	354.616	0	0	
YMR304W	0.05927	1	nan	71985024.584	71985024.584	0.000	0	0	
YJL179W	0.1812	2393	50000655700	780.446	781.728	-1.282	0	0	
YER046W	0.1582	3086	50003468293	1256.986	1250.055	6.931	0	0	
YMR305C	2.004	1880	50003738978	15736.248	14335.991	1400.257	0	0	
YMR306W	0.004706	1	nan	16549113927.587	16549113927.587	0.000	0	0	
YMR307W	22.13	1	nan	78261.858	78261.858	0.000	0	0	
YMR308C	1.104	1	nan	15019082.554	15019082.554	0.000	0	0	
YMR309C	0.4721	1	nan	1006038.926	1006038.926	0.000	0	0	
YOR156C	0.006981	10088	50001391167	528049.337	388271.312	139778.025	0	0	
YAL054C	0.01541	7215	50014303452	355177.888	299522.916	55654.972	0	0	
YAL055W	0.3576	3807	50005487477	1973.093	1894.294	78.798	0	0	
YAL056W	0.05197	1	nan	2338998.421	2338998.421	0.000	0	0	
YOR157C	1.038	3155	50018066318	4601.052	4299.605	301.447	0	0	
YJL180C	0.1764	6233	50000169091	9342.559	8614.163	728.396	0	0	
YMR310C	0.358	4687	50002496874	8733.144	7804.494	928.650	0	0	
YER047C	0.0211	2434	50069663008	2681802.183	1742358.112	939444.072	0	0	
YDL146W	0.009006	11126	50001526985	50074.122	47996.410	2077.712	0	0	
YMR311C	0.2584	4782	50036624883	3543.030	3424.368	118.662	0	0	
YAL058W	0.2335	3508	50004426828	56669.757	44767.386	11902.371	0	0	
YER048C	0.6185	2719	50067409619	17893.556	15902.710	1990.847	0	0	
