Gene,Expression_rate
YMR094W,7742.54475860097
YBR164C,12078.9544626143
YPL247C,2883.34961206876
YHR202W,10585.8464028149
YLR314C,19500.1200050096
YDR261C,13470.5208290969
YMR192W,887.382754782893
YML027W,5780.07946229815
YDR103W,2229.96934738973
YCR020C,341.916442358954
YPL101W,1198.67796058642
YPL191C,13696.9925231405
YOR245C,945.209751404789
YGL037C,13495.907673522
YAR027W,14818.1380342599
YGR070W,8145.98326407326
YGR080W,9506.79091512385
YLR166C,6437.13444142328
YFR013W,1035.69638825484
YML127W,4192.60212567174
YBL093C,1256.40128928465
YGL095C,286.786797651369
YMR023C,2408.0838008951
YJR040W,712.02152729654
YPR162C,10315.2746533587
YLR262C,1579.6286911796
YFL016C,11698.0554363745
YML065W,3780.23519576837
YGR091W,1956.91460816152
YJR069C,1481.50713294412
YGR221C,401.700192222104
YNR029C,33714.3408523345
YMR229C,5658.59534237191
YJR050W,13963.2645491351
YER020W,1150.19562299753
YNR037C,29514.3986228982
YML105C,2337.59459918209
YAR007C,656.970855887421
YCR033W,2387.43467014398
YKL009W,20633.4137056131
YFR036W,3718.85207002423
YFL001W,7458.34179016854
YIL016W,9047.21454393336
YMR079W,4323.80365587485
YPR118W,3499.71673799565
YPL221W,2357.84720038791
YER012W,12650.6269926277
YPL242C,1763.56052606854
YKL022C,3122.31697491678
YPR192W,24789.8216291294
YAR018C,3212.18506076464
YFR023W,1765.25879505089
YLL022C,25932.3878022062
YDR104C,8645.03663411366
YLR299W,15739.6121301621
YGR231C,25304.9069742224
YLR015W,1166.69975698724
YBL063W,3813.43036873517
YLR421C,9369.61206010856
YLR398C,6553.95615683091
YDL088C,495.368866194011
YLR004C,1411.79076884402
YDR325W,4063.74645925015
YGR053C,29263.2244168423
YDR286C,814.342618482689
YLR433C,1357.18355661183
YGR250C,3590.73150536735
YDL090C,3638.5095483449
YKL049C,362.152828860003
YHR107C,2574.2094962257
YHR216W,879.715074330921
YDR487C,1164.7666697655
YIL120W,2075.50329387555
YAL062W,1642.46333283763
YDR364C,8931.52859902598
YKR103W,10695.0320590387
YBR040W,2124.77973497839
YDL214C,156.93775286953
YDL168W,1875.00399541509
YDL234C,999.809466132245
YJR021C,2279.15827455076
YDR167W,1928.99179279368
YER183C,3941.94517578328
YLL032C,2343.40608459706
YOR144C,7668.47784003865
YGR211W,4551.62140647469
YER037W,31642.4750440109
YFL050C,21042.3949293072
YGR288W,6909.1037632183
YPL219W,5311.72176541426
YDL054C,5524.62708808654
YDL098C,10727.5342363388
YFL017C,2804.75358891858
YDL138W,6032.25427514048
YAL027W,13404.2983906797
YJR113C,5549.83736485441
YER101C,8026.33247657364
YLR222C,2302.02198123706
YHR096C,17014.0058313055
YJR030C,16236.8223707414
YOR133W,5144.50114105879
YHR075C,9013.28163109506
YER117W,576.211523811777
YNR006W,1376.49362549879
YKL057C,21114.9574446687
YPR119W,9719.46465758606
YLR243W,10362.6477874062
YGL124C,19722.4561548546
YKR082W,932.476683696673
YBR286W,5821.06960536503
YEL052W,12943.9632406754
YMR078C,14721.3456127337
YNL264C,23933.5565062273
YOR371C,2454.89276430487
YGR063C,1758.09749634564
YOR166C,15922.3281872951
YIL020C,6539.02592699644
YIL149C,4767.14378977819
YOR177C,5622.64966271877
YOR359W,14637.5974021465
YDR087C,3853.08260556643
YAL028W,2581.93249373493
YPR086W,3772.65340649228
YPL127C,7614.04779220195
YKR090W,11256.2576233232
YDL150W,4426.80693390503
YHR210C,13559.6384666194
YJL181W,1774.99010598884
YKL068W,18510.9068160767
YJR145C,2700.44069321975
YBR109C,3761.26318155476
YGR222W,14816.1820803019
YDR113C,1787.24815481346
YBR145W,10398.089311582
YPL199C,5068.02888751462
YMR013C,4170.69951223347
YBR074W,10893.1927380865
YBR154C,13516.7705152736
YIL041W,3221.70512621189
YPR037C,4725.40829898968
YCR048W,2673.33730355254
YBL003C,2358.30912008237
YGL220W,64762.3643801185
YPL067C,5859.46458414677
YPL030W,62154.7621603776
YGL021W,3319.49372868935
YNR031C,6471.70401779922
YML043C,6913.17913077142
YBL089W,2867.80779278577
YLR069C,22542.8481840677
YPL110C,1301.69957313558
YKR041W,3002.71596283273
YOR311C,3137.49100362918
YJL060W,17322.6172866613
YLR343W,143.533218574688
YNR007C,2366.42773242633
YEL051W,3507.79393972065
YCL010C,18657.7450278963
YGR171C,2540.78682743418
YKL181W,10016.1717861021
YHR154W,6423.57009069637
YKR034W,1634.05753447302
YDL102W,3585.79764036864
YGR110W,25822.6901389754
YIL044C,4223.21276958296
YPL245W,15734.2508264992
YGL084C,1896.15653636292
YGR101W,3492.67382963972
YPL234C,1484.77747785663
YAR023C,1744.02650986741
YDR019C,2119.3682368141
YKR048C,8238.66719020215
YNL151C,16453.0880768599
YLR214W,4175.96004272453
YJR004C,9416.69486829956
YDR280W,13978.0235244618
YER168C,2449.5906567698
YNL265C,30246.9545435798
YMR058W,701.391882776137
YHR139C,1580.93600639352
YDR466W,1593.353175119
YGR097W,607.543035858227
YML025C,1741.97223909229
YLR070C,1234.72633103254
YJR118C,5710.18660894854
YLL029W,14736.5155510078
YJR019C,37841.7172179309
YOL120C,7622.36644098282
YGL198W,10819.6083171162
YBL051C,12576.6595121291
YGL232W,7541.53978131127
YPL105C,6924.84426594147
YCL045C,15449.8756276509
YLR396C,2277.9093233926
YNL233W,7757.48430428882
YHR133C,5165.75016997299
YHR190W,2267.18790652021
YPL133C,26240.3707882036
YLR438W,10419.0578757467
YDR483W,1995.54787088766
YLR347C,3516.36598780902
YJL068C,40804.2411458515
YLR237W,701.166789517659
YHR041C,736.064440374496
YFR015C,1667.48289073291
YOL009C,453.204170659414
YNL253W,13268.0684559518
YBR082C,1601.87642433198
YFL055W,22270.0840212132
YPR156C,962.232826173612
YHR135C,5599.93479969153
YML095C,3057.55043032978
YCR069W,70040.916023117
YDR105C,3761.46670801518
YKL204W,968.478805397513
YML109W,2119.30750617237
YBR222C,6359.52455725339
YGL144C,2488.90571456756
YLR185W,7010.20827448747
YIL090W,10942.7747828676
YKL159C,7197.22570308737
YCL047C,401.279518064385
YFR037C,1312.19652269694
YPL190C,2313.42339595212
YML020W,1081.42291342768
YIL053W,11021.0245528681
YDL113C,6971.91320462188
YPR128C,1662.46805419049
YPL118W,32650.8288391137
YNL200C,922.12488555845
YDR125C,2984.14818152375
YKL172W,4998.9018380313
YEL058W,3497.77130394018
YCL054W,15924.4133771809
YDR265W,1776.42297167787
YPL072W,29714.338909369
YCR021C,608.03557595314
YHR132C,1408.38668584178
YAL031C,35535.9922108931
YNL149C,3861.93771340256
YGR141W,62161.0286910194
YDL111C,2900.44404177599
YDR011W,2254.93596950173
YGL068W,19902.072420139
YLR456W,4719.12581829725
YDR540C,17992.5396189066
YPL237W,42832.4712647184
YPR106W,3435.27910423783
YDR510W,216803.626907048
YLR014C,15729.077484021
YPR187W,3373.94293729529
YLR283W,3364.21301795679
YGR230W,2462.2530958681
YMR099C,3364.94861237115
YDR501W,1826.77615566375
YNL160W,4134.5951743536
YCR017C,820.860764226641
YHR111W,2587.23368759776
YLR394W,1380.45813289436
YHR112C,5641.39649668722
YGR145W,29089.2475514537
YDR291W,2007.79025796449
YDL053C,3537.92844160106
YJR151C,42789.900207038
YJL167W,6733.49918000381
YNL292W,1920.02329274743
YAL029C,483.207410510715
YDR381W,9055.31698443722
YOR025W,2609.19127387057
YDR263C,33221.7762675564
YKR003W,1085.0765015883
YBR166C,463.355182697319
YMR162C,12544.8000973849
YOL070C,5853.90195083348
YHR124W,6647.02140818613
YCR077C,6264.29479508165
YPL087W,5765.12351240697
YIL052C,2674.75920062124
YDR479C,1731.66257947988
YDL099W,13130.3380472394
YIL140W,21190.3985139574
YOL110W,3424.65571277939
YJL047C,13833.9138357347
YKL143W,24552.4231340657
YGR042W,25917.1049946296
YAL058W,2723.40949021071
YFR027W,7959.01000752652
YDR288W,49821.6641461077
YDR374C,1183.8946477407
YMR308C,3181.60741375526
YAR003W,9437.82765541275
YDR351W,1191.25010044968
YCR089W,1082.16573454816
YDR165W,4399.71999569025
YGR237C,14118.7680665977
YIL103W,1578.680389278
YKR039W,1864.79481876417
YKR067W,3197.13471769196
YDR001C,2837.36987603756
YCL042W,662.416223813549
YDR174W,9249.48162957573
YDR108W,10244.2019097072
YLR073C,6430.24881841196
YML077W,4916.33170768895
YHR089C,17918.3722429112
YNL003C,3709.45972854357
YOL124C,1567.04626870003
YPR030W,9056.97478403595
YPL052W,4194.35768400294
YNL240C,4277.83894432976
YML130C,1278.85056842475
YIR036C,9479.8735148369
YGL017W,2570.57405060862
YMR061W,16684.4821930335
YIL075C,9407.3665524215
YDR093W,371.214395492496
YNL267W,2888.50307879185
YOR294W,2088.66316151784
YFL051C,10959.0710096709
YKR038C,40533.0106040431
YER130C,6007.57194778638
YDL033C,5486.15207965636
YHL016C,663.720965783141
YDL178W,492.539007954947
YJL140W,16666.4613277218
YCR026C,8694.52702174948
YGR223C,601.91132969044
YOR303W,20071.8806750172
YML014W,12422.2222731445
YDR497C,1630.93318218663
YDR420W,1044.27278218766
YDR447C,1942.06716511649
YAL044C,8020.1968483881
YOL073C,1623.65773043587
YJL203W,26313.7641789953
YPL193W,2687.32102511324
YDR163W,13436.4935610073
YDR222W,24800.0652326386
YGL247W,19995.6761579438
YOL164W,44482.2276484708
YJR147W,1980.00495528171
YGR102C,13413.4678240448
YFL005W,11368.7687505942
YOL112W,3107.5213532532
YDR175C,1970.63942953456
YIL038C,3704.70850202339
YGR119C,8766.38084398876
YNL172W,15223.6517663589
YOR093C,1158.87649149383
YCR016W,55.4753222342803
YBR165W,5490.8292935577
YOR058C,39727.753609595
YHR028C,1159.41365770841
YDL078C,2538.77522838437
YPR009W,3521.57074036425
YDR195W,11139.1700293668
YLR002C,402.099303495527
YML055W,7805.96735552366
YKR088C,5412.02219145563
YGL127C,533.728074326001
YLR234W,1859.34963121781
YNL069C,9485.09702523336
YOR175C,12444.5916852685
YEL066W,1507.48461477586
YPR171W,592.837975031915
YLL034C,1197.40805168584
YBL037W,2652.73400200464
YIR017C,7358.80335939777
YJL136C,26887.556414712
YJR111C,1146.97965278319
YFR025C,3066.50621512749
YKR016W,22221.4773011681
YNR056C,8845.02080741464
YPR045C,14914.7904752319
YDR399W,78539.4397222669
YNL268W,10445.8621612874
YDL186W,2603.23092947503
YGR262C,27082.8288363369
YGL196W,2955.46332734873
YLR382C,7462.85789068186
YJL109C,9153.23343769666
YLR259C,5642.15734105397
YLL001W,5977.02567752876
YJR149W,5948.89697394412
YIL071C,5863.41350007146
YOL022C,2660.3788013026
YCR012W,18575.7810356976
YPR108W,5237.26654017534
YGR263C,8331.04159072287
YGR079W,5857.1468044683
YGL035C,5376.06677780472
YOR007C,5887.88069172278
YGL155W,3827.13799606086
YNL108C,25491.185166641
YER187W,1714.72888526796
YHR046C,6242.79152661378
YGL191W,7053.30060868389
YOR110W,31141.7273023859
YER006W,23882.2541585413
YDR425W,11173.9556001385
YKR004C,2584.93033149975
YDR035W,17717.6788441267
YNL222W,2141.87616821263
YMR004W,10911.4952574811
YLR417W,3871.56965350983
YOR079C,3271.7416473551
YFL047W,14999.1467088823
YER015W,3763.72996046954
YKR096W,6628.14856373396
YPL012W,11331.4353495821
YER096W,1216.44755561716
YFR011C,1176.2484674642
YHR119W,3898.04751119807
YDL007W,9105.96977178696
YCR027C,4709.53141522662
YDR517W,1561.55195918401
YDR416W,2429.4189697021
YBR252W,4172.25893932545
YNL032W,16159.2720407045
YEL016C,71839.0229086504
YGL187C,6359.14528804216
YLR091W,1583.51955722042
YGR052W,6771.24745084011
YDR297W,19130.9312965188
YJR014W,6140.84249169075
YMR043W,35194.5976835175
YBR054W,97692.5768872727
YLR378C,4874.1564237404
YOR142W,6961.89946216363
YER090W,6307.18321294649
YPR075C,11702.3163124717
YPL029W,20760.5058998113
YMR049C,4447.12137651619
YKR042W,2725.80479384468
YKR017C,12223.5622039682
YCL040W,1462.41031156665
YOR010C,1271.75461489001
YGR256W,14882.9709320105
YDR377W,7352.25055201996
YGL257C,3638.46241716931
YJR130C,27909.2392169153
YOR145C,1422.90242358938
YBR035C,11860.4727954179
YHR103W,904.827961531707
YOL133W,3551.73672943814
YKL114C,1734.04103644208
YFL053W,1748.21707638472
YER017C,27688.6454154775
YIL022W,5137.49988458794
YIL126W,3937.75029969108
YBR186W,1529.90902984142
YAL041W,1840.17271321751
YMR138W,1728.86362989335
YIL093C,18593.4081777274
YMR212C,3452.62906054721
YGL025C,2990.70325107282
YIL009W,5320.41443543383
YOR354C,861.620211957113
YPR165W,16830.7667668725
YKR051W,1330.45678868103
YIL137C,3600.25041379433
YDR212W,2721.01230699269
YPL093W,5645.54645419748
YPL010W,8476.22979467152
YHR208W,1132.64059032778
YCR068W,11361.0799155956
YML006C,3605.05070325341
YNL137C,12217.1251071996
YGR183C,7037.93443619563
YJR093C,29466.9448021826
YCL061C,252.905688378641
YLR441C,4230.38415474635
YEL003W,5558.63835562192
YPL138C,846.273325995129
YER123W,10919.0166962938
YBR014C,26385.9300335968
YOR049C,9819.69677157653
YDR119W,6857.19434657126
YGL235W,6368.3953449399
YPL022W,2369.02869302926
YMR240C,481.026457397369
YGL167C,2674.02744711565
YBR160W,4951.41850980909
YJL099W,15877.807121728
YPL145C,5022.41286532023
YDR389W,10878.8258733237
YML088W,15412.4797519234
YCL052C,5766.75712170926
YOR201C,1346.70625080181
YOL129W,17144.1245442813
YPL161C,9905.24778184104
YNR040W,1907.40019992649
YJL177W,38352.3673022845
YBR272C,3923.68922215451
YNL336W,6803.07087286054
YLR273C,14056.4140566421
YHL011C,4269.34723305112
YPL122C,2078.66243589478
YCL033C,7962.79500679481
YDR192C,1734.3373696132
YDR041W,2187.16935453803
YNR022C,5925.51949292531
YPL263C,2112.39319067546
YGL005C,17633.1370876547
YFR028C,2740.94476682948
YJR148W,829.808825115533
YOR037W,23343.5545240494
YKL078W,5035.46032967185
YNL162W,9875.63039174769
YMR081C,9290.74232328263
YGL159W,1021.18124115226
YOL004W,9054.6511639822
YOL043C,931.552397531439
YML086C,13427.1862340846
YAL009W,4436.59601116183
YEL030W,6573.31381516759
YGL237C,588.791451651993
YJR134C,2764.29100839373
YMR227C,20238.6583823748
YLR313C,8278.03755670684
YJL063C,1607.26679008692
YMR149W,2493.10728384146
YML001W,733.794726493892
YJR022W,21545.785417074
YJR035W,13776.610993935
YLR084C,32267.8860522919
YOR335C,7007.81150132292
YDL081C,1094.36882981288
YPL079W,4119.97054880517
YDR494W,5184.8669514862
YDR061W,6073.8934469565
YDR486C,6905.59123796823
YFR043C,2493.55425695375
YOR295W,6639.56783943003
YHR025W,2317.80725025964
YOR369C,3948.86498194757
YBR295W,1846.20246103668
YEL012W,29035.3541106871
YGR076C,18759.5037716924
YOR078W,4013.79692286677
YNL127W,45661.6540597541
YEL001C,14526.1531588765
YJL039C,5326.00278167586
YIL146C,7081.26203521214
YLR229C,16774.9159989936
YJL081C,1531.12165072675
YGR177C,6650.56238238044
YHR196W,13397.395382978
YBR216C,23252.5472432484
YHR019C,2165.94774914683
YLR363C,2958.73465167692
YMR287C,2721.68587550299
YKL088W,6849.74656354155
YMR104C,4051.62516365404
YBR298C,13492.8414286824
YDR040C,1480.63777611449
YEL046C,4362.50487945895
YLR220W,4446.10077174423
YKL107W,46494.8637302312
YIL097W,9615.74051736809
YNR058W,12768.1214340497
YMR259C,9231.27087211757
YER142C,2932.06833851447
YLR162W,344.782953322672
YHR081W,40406.7398585566
YLR030W,5412.21612291922
YJR095W,3737.19536238248
YGR136W,117.754953038671
YDR006C,852.86749517299
YPR160W,1314.10265049304
YOL054W,6276.60061975586
YDR023W,7644.19044353931
YJL190C,2987.551359989
YDR383C,1014.63657679732
YEL025C,19272.3198552005
YMR314W,2474.26097140666
YBL104C,19044.8508449504
YNL283C,6717.68038614991
YPL014W,3133.3321560227
YML124C,2400.78358814059
YEL064C,1482.48734162385
YJL212C,990.747230263201
YMR206W,16018.5929549921
YHR131C,6569.30795807179
YPL267W,13198.3311436356
YCR004C,1807.5976240313
YOR352W,8262.6579499849
YFL008W,26717.5346922397
YDL128W,6018.29466527201
YMR241W,11804.8995936078
YOL057W,23689.5902883977
YMR125W,7580.60018775815
YLR253W,18652.2363231607
YGR232W,10085.9460876447
YKL050C,1727.87775503851
YBL023C,335.526048225575
YFR022W,4828.25353728511
YDL073W,9050.71201736267
YGL105W,64867.7409544228
YMR085W,5849.55973822069
YBL090W,36297.4959089469
YBR017C,1768.95732456134
YGL039W,3621.36356011376
YPL038W,4963.51097980005
YOR061W,8273.52588624387
YGL013C,7717.84602732116
YGR057C,3332.40644348114
YOR190W,2743.27113236751
YDR245W,10391.3558445764
YPL231W,26743.8624313273
YIL104C,8004.42439023682
YHR050W,6187.61127761384
